applicant_id,credit_score,annual_income,loan_amount,employment_years,debt_to_income,loan_purpose,Default
A01935,503,56771.0,19826.0,1,0.434,Personal,No
A01936,666,70843.0,9172.0,20,0.347,Personal,No
A01937,666,29368.0,11235.0,8,0.439,Auto,No
A01938,700,47500.0,10483.0,18,0.508,Auto,No
A01939,686,48691.0,21631.0,12,0.612,Auto,No
A01940,754,27522.0,10946.0,10,0.501,Auto,No
A01941,715,52873.0,11241.0,10,0.475,Education,No
A01942,578,25733.0,15374.0,21,0.725,Personal,Yes
A01943,581,36768.0,8442.0,19,0.36,Home improvement,No
A01944,616,74437.0,15804.0,16,0.31,Personal,No
A01945,769,51333.0,25200.0,8,0.571,Education,No
A01946,714,18786.0,2397.0,0,0.146,Personal,No
A01947,712,35540.0,13515.0,7,0.41,Auto,No
A01948,657,18914.0,3792.0,20,0.45,Education,No
A01949,552,72898.0,9698.0,11,0.156,Home improvement,No
A01950,659,79723.0,42992.0,4,0.54,Education,Yes
A01951,682,61337.0,15100.0,9,0.253,Home improvement,No
A01952,670,67910.0,38749.0,22,0.839,Personal,No
A01953,597,27325.0,7329.0,2,0.333,Personal,No
A01954,825,36908.0,9573.0,3,0.462,Auto,Yes
A01955,560,54360.0,7010.0,6,0.282,Auto,No
A01956,575,35858.0,9778.0,10,0.31,Personal,No
A01957,815,55439.0,13221.0,14,0.312,Personal,No
A01958,678,60576.0,19119.0,17,0.572,Education,Yes
A01959,778,95738.0,14502.0,23,0.318,Education,No
A01960,684,66282.0,20233.0,1,0.359,Personal,No
A01961,585,92370.0,18217.0,4,0.211,Auto,Yes
A01962,751,41501.0,6810.0,6,0.437,Auto,Yes
A01963,806,28305.0,12704.0,7,0.736,Education,Yes
A01964,627,80026.0,41910.0,21,0.557,Personal,Yes
A01965,595,97498.0,21897.0,11,0.275,Personal,Yes
A01966,548,63586.0,32730.0,6,0.669,Home improvement,Yes
A01967,698,41705.0,17780.0,5,0.68,Home improvement,No
A01968,664,31114.0,10701.0,14,0.538,Personal,No
A01969,603,49499.0,17674.0,19,0.573,Home improvement,No
A01970,574,54035.0,19890.0,20,0.475,Auto,No
A01971,696,88516.0,49915.0,18,0.846,Education,No
A01972,701,43096.0,19238.0,13,0.673,Personal,Yes
A01973,713,53703.0,13581.0,9,0.336,Auto,No
A01974,652,84964.0,18739.0,10,0.434,Auto,No
A01975,655,80492.0,39010.0,19,0.567,Personal,No
A01976,615,32568.0,13510.0,20,0.547,Education,Yes
A01977,637,28689.0,6206.0,19,0.253,Education,No
A01978,601,36602.0,20773.0,9,0.711,Home improvement,No
A01979,666,29556.0,16089.0,21,0.563,Auto,No
A01980,785,42616.0,9087.0,19,0.374,Auto,No
A01981,704,36903.0,15048.0,15,0.411,Personal,No
A01982,700,52276.0,29807.0,4,0.816,Auto,No
A01983,742,43329.0,11661.0,5,0.342,Auto,No
A01984,546,35790.0,3902.0,24,0.125,Education,Yes
A01985,682,40159.0,22423.0,13,0.629,Home improvement,Yes
A01986,710,27608.0,13302.0,18,0.562,Education,No
A01987,692,25057.0,5061.0,6,0.327,Home improvement,Yes
A01988,599,98248.0,10100.0,8,0.186,Personal,No
A01989,696,57263.0,25367.0,1,0.74,Education,No
A01990,649,91989.0,16344.0,15,0.228,Auto,No
A01991,668,61036.0,11019.0,4,0.463,Auto,No
A01992,571,27272.0,15330.0,23,0.847,Education,Yes
A01993,463,76487.0,12416.0,16,0.373,Education,Yes
A01994,768,65171.0,17223.0,1,0.363,Home improvement,Yes
A01995,681,53472.0,16487.0,2,0.332,Auto,No
A01996,730,49538.0,9275.0,1,0.37,Education,No
A01997,644,40236.0,17613.0,24,0.483,Education,Yes
A01998,510,57352.0,26468.0,23,0.493,Education,No
A01999,544,148085.0,32188.0,15,0.254,Home improvement,Yes
A02000,678,49074.0,4995.0,17,0.196,Education,No
A02001,586,36741.0,15325.0,24,0.62,Auto,No
A02002,838,35945.0,16448.0,21,0.485,Auto,No
A02003,525,45150.0,13640.0,15,0.601,Home improvement,Yes
A02004,710,63074.0,34531.0,20,0.783,Home improvement,Yes
A02005,747,48729.0,19665.0,2,0.636,Personal,No
A02006,636,51454.0,14456.0,1,0.395,Home improvement,No
A02007,576,53592.0,31264.0,12,0.814,Education,No
A02008,735,44926.0,15147.0,1,0.518,Education,Yes
A02009,561,21330.0,4979.0,16,0.43,Auto,No
A02010,730,73279.0,8975.0,13,0.189,Home improvement,No
A02011,696,73044.0,9066.0,13,0.392,Personal,No
A02012,594,34377.0,3562.0,20,0.134,Home improvement,Yes
A02013,658,41207.0,8247.0,16,0.238,Auto,No
A02014,692,47657.0,15755.0,16,0.428,Education,No
A02015,567,53962.0,12118.0,9,0.521,Auto,Yes
A02016,652,104845.0,15381.0,11,0.167,Education,No
A02017,683,80104.0,46944.0,18,0.783,Home improvement,Yes
A02018,640,47479.0,16405.0,18,0.564,Home improvement,No
A02019,646,20979.0,12071.0,14,0.732,Education,Yes
A02020,634,82400.0,28250.0,16,0.415,Auto,No
A02021,704,71860.0,15151.0,24,0.507,Home improvement,No
A02022,604,71855.0,7805.0,22,0.394,Home improvement,No
A02023,674,52703.0,7764.0,2,0.305,Personal,No
A02024,606,30218.0,10387.0,8,0.364,Personal,No
A02025,613,71873.0,14520.0,16,0.376,Education,Yes
A02026,640,73710.0,39696.0,2,0.7,Auto,No
A02027,670,38599.0,8822.0,13,0.478,Education,No
A02028,670,49139.0,12036.0,3,0.489,Auto,Yes
A02029,755,51321.0,17018.0,6,0.404,Education,No
A02030,803,116558.0,34881.0,14,0.323,Auto,No
A02031,596,46284.0,7911.0,0,0.421,Personal,No
A02032,817,24445.0,4867.0,1,0.423,Education,No
A02033,590,41417.0,9301.0,17,0.383,Auto,No
A02034,675,48710.0,5874.0,22,0.134,Personal,No
A02035,524,55553.0,9118.0,4,0.363,Education,No
A02036,656,79141.0,10980.0,3,0.336,Personal,No
A02037,727,41030.0,14126.0,15,0.346,Education,No
A02038,757,52901.0,25380.0,5,0.625,Home improvement,No
A02039,633,62630.0,16748.0,24,0.346,Auto,No
A02040,764,50647.0,17740.0,17,0.508,Home improvement,No
A02041,602,76466.0,19290.0,1,0.386,Personal,No
A02042,655,70761.0,8594.0,9,0.39,Auto,No
A02043,705,49952.0,5729.0,1,0.36,Personal,No
A02044,484,65820.0,34649.0,8,0.697,Personal,Yes
A02045,460,36628.0,7250.0,5,0.305,Personal,No
A02046,637,65337.0,22779.0,18,0.638,Education,Yes
A02047,599,64067.0,25813.0,6,0.65,Auto,Yes
A02048,577,32260.0,6323.0,1,0.436,Personal,No
A02049,654,58784.0,7122.0,1,0.122,Personal,No
A02050,703,78405.0,40686.0,16,0.794,Auto,Yes
A02051,548,75143.0,10460.0,7,0.364,Personal,No
A02052,584,53542.0,17895.0,0,0.456,Home improvement,No
A02053,691,26925.0,7602.0,23,0.405,Education,No
A02054,493,25534.0,13460.0,11,0.64,Personal,Yes
A02055,633,121053.0,63545.0,16,0.565,Home improvement,No
A02056,561,47615.0,26839.0,23,0.693,Home improvement,Yes
A02057,620,85199.0,29027.0,11,0.383,Auto,No
A02058,513,52769.0,15682.0,0,0.543,Auto,No
A02059,580,39843.0,11834.0,12,0.523,Education,Yes
A02060,579,53013.0,14395.0,17,0.319,Home improvement,No
A02061,645,63923.0,9707.0,20,0.348,Auto,No
A02062,727,45922.0,9449.0,12,0.216,Education,No
A02063,665,34585.0,19666.0,4,0.844,Personal,No
A02064,704,107364.0,52219.0,17,0.508,Home improvement,No
A02065,617,49920.0,18610.0,9,0.391,Personal,No
A02066,624,53099.0,28392.0,17,0.56,Education,No
A02067,632,111481.0,17404.0,14,0.202,Auto,No
A02068,767,32109.0,13183.0,7,0.617,Personal,No
A02069,643,45873.0,21369.0,10,0.619,Personal,Yes
A02070,669,35612.0,14552.0,17,0.686,Home improvement,Yes
A02071,598,26344.0,7630.0,6,0.302,Personal,No
A02072,578,66161.0,34193.0,0,0.621,Auto,No
A02073,714,52938.0,17958.0,0,0.513,Home improvement,Yes
A02074,505,63683.0,9585.0,22,0.263,Personal,No
A02075,677,41322.0,7742.0,7,0.381,Personal,No
A02076,648,53085.0,6859.0,5,0.281,Personal,No
A02077,587,33485.0,18481.0,20,0.798,Auto,Yes
A02078,572,38328.0,15274.0,23,0.649,Personal,Yes
A02079,764,41528.0,23660.0,21,0.598,Personal,No
A02080,647,73975.0,15235.0,19,0.341,Home improvement,No
A02081,746,44983.0,23276.0,11,0.682,Auto,Yes
A02082,581,40850.0,9694.0,5,0.5,Home improvement,Yes
A02083,700,27618.0,16184.0,9,0.717,Home improvement,No
A02084,662,61548.0,27309.0,18,0.675,Auto,No
A02085,535,66676.0,7798.0,4,0.198,Personal,No
A02086,652,51010.0,8539.0,18,0.176,Auto,No
A02087,701,55642.0,13786.0,9,0.295,Education,No
A02088,591,29173.0,6890.0,23,0.451,Education,Yes
A02089,833,117410.0,33726.0,2,0.327,Personal,No
A02090,529,39027.0,22166.0,12,0.722,Home improvement,Yes
A02091,618,56871.0,9460.0,14,0.225,Home improvement,Yes
A02092,665,35677.0,14279.0,14,0.483,Education,No
A02093,682,71251.0,20533.0,14,0.457,Personal,Yes
A02094,677,27056.0,8293.0,15,0.553,Auto,No
A02095,570,90459.0,48018.0,11,0.759,Auto,Yes
A02096,752,46104.0,17621.0,20,0.611,Home improvement,No
A02097,662,57375.0,33382.0,0,0.601,Personal,No
A02098,618,32778.0,10965.0,20,0.445,Personal,No
A02099,732,51473.0,16179.0,22,0.53,Home improvement,No
A02100,590,42885.0,15334.0,0,0.552,Personal,Yes
A02101,622,57226.0,24473.0,23,0.549,Personal,Yes
A02102,666,101916.0,35046.0,24,0.372,Auto,No
A02103,624,36424.0,6934.0,15,0.32,Home improvement,No
A02104,793,69854.0,13441.0,6,0.344,Education,No
A02105,700,22746.0,6009.0,13,0.543,Home improvement,Yes
A02106,610,48685.0,13261.0,21,0.536,Home improvement,No
A02107,702,59201.0,18088.0,23,0.541,Education,Yes
A02108,757,71355.0,28067.0,2,0.426,Auto,No
A02109,609,42075.0,4929.0,14,0.121,Home improvement,No
A02110,547,104310.0,18385.0,6,0.437,Auto,No
A02111,677,67658.0,28563.0,22,0.71,Education,Yes
A02112,592,26811.0,9398.0,8,0.489,Home improvement,Yes
A02113,693,89596.0,19691.0,10,0.293,Personal,No
A02114,671,72907.0,8473.0,16,0.253,Personal,No
A02115,672,28345.0,11845.0,3,0.529,Education,No
A02116,647,21657.0,2636.0,14,0.253,Auto,Yes
A02117,680,42909.0,12172.0,18,0.398,Auto,No
A02118,577,31106.0,4837.0,0,0.402,Auto,Yes
A02119,643,58531.0,25896.0,0,0.635,Personal,No
A02120,606,79498.0,10756.0,19,0.363,Home improvement,No
A02121,675,27058.0,5014.0,4,0.238,Home improvement,No
A02122,642,54146.0,24586.0,3,0.572,Personal,Yes
A02123,653,20531.0,11177.0,5,0.711,Auto,No
A02124,661,123068.0,13558.0,16,0.289,Education,No
A02125,612,23651.0,3917.0,8,0.334,Personal,No
A02126,710,44917.0,22928.0,17,0.545,Education,Yes
A02127,608,12926.0,5074.0,12,0.644,Education,No
A02128,641,41278.0,6925.0,14,0.206,Personal,No
A02129,620,84562.0,35138.0,10,0.626,Home improvement,No
A02130,617,51439.0,18857.0,21,0.378,Auto,No
A02131,513,72288.0,20581.0,12,0.452,Home improvement,Yes
A02132,604,24400.0,8852.0,4,0.424,Personal,No
A02133,671,29857.0,15553.0,1,0.587,Personal,Yes
A02134,664,36034.0,10550.0,16,0.306,Home improvement,No
A02135,693,28546.0,4276.0,2,0.324,Education,No
A02136,715,49960.0,19862.0,3,0.644,Personal,No
A02137,476,89335.0,45111.0,0,0.605,Home improvement,Yes
A02138,568,58588.0,26724.0,18,0.651,Home improvement,No
A02139,765,24662.0,4693.0,19,0.398,Home improvement,No
A02140,769,53226.0,15685.0,17,0.461,Education,No
A02141,612,35591.0,21148.0,18,0.864,Home improvement,Yes
A02142,682,64792.0,7498.0,18,0.212,Auto,No
A02143,784,32699.0,9942.0,12,0.587,Education,No
A02144,628,59900.0,31854.0,6,0.668,Auto,Yes
A02145,541,56133.0,18850.0,4,0.486,Education,No
A02146,510,39931.0,15049.0,20,0.587,Home improvement,Yes
A02147,710,49291.0,17327.0,16,0.599,Education,Yes
A02148,640,63145.0,36283.0,16,0.618,Auto,No
A02149,747,57477.0,11393.0,18,0.238,Personal,No
A02150,615,49112.0,20821.0,22,0.434,Home improvement,No
A02151,368,72012.0,11804.0,8,0.231,Personal,Yes
A02152,574,81288.0,40305.0,7,0.52,Education,No
A02153,634,70242.0,9565.0,3,0.279,Education,No
A02154,619,44189.0,8225.0,0,0.471,Home improvement,No
A02155,657,38065.0,5302.0,4,0.307,Home improvement,No
A02156,600,57258.0,11697.0,24,0.24,Home improvement,No
A02157,601,61463.0,12349.0,8,0.273,Home improvement,No
A02158,663,84352.0,9754.0,9,0.136,Home improvement,No
A02159,611,32238.0,3477.0,10,0.111,Auto,Yes
A02160,669,57534.0,9378.0,15,0.312,Personal,No
A02161,718,47049.0,18333.0,2,0.602,Personal,No
A02162,678,26764.0,8466.0,1,0.509,Personal,No
A02163,641,64248.0,13614.0,20,0.485,Home improvement,Yes
A02164,579,88029.0,46421.0,3,0.765,Auto,No
A02165,560,57629.0,33101.0,19,0.85,Home improvement,No
A02166,633,61679.0,7585.0,13,0.296,Home improvement,No
A02167,696,38145.0,5825.0,1,0.265,Personal,Yes
A02168,598,53073.0,30797.0,18,0.588,Education,Yes
A02169,684,62998.0,30662.0,13,0.755,Education,No
A02170,610,26481.0,7688.0,11,0.364,Auto,No
A02171,778,37927.0,11459.0,8,0.327,Auto,No
A02172,544,33308.0,17158.0,0,0.528,Education,Yes
A02173,671,50711.0,29549.0,16,0.589,Auto,No
A02174,637,69687.0,19057.0,12,0.418,Home improvement,No
A02175,595,51222.0,14266.0,6,0.547,Personal,Yes
A02176,518,58914.0,30604.0,20,0.527,Education,No
A02177,545,82589.0,45842.0,22,0.702,Home improvement,No
A02178,655,75299.0,34539.0,0,0.538,Home improvement,Yes
A02179,744,38989.0,8489.0,20,0.389,Home improvement,No
A02180,482,80398.0,19361.0,18,0.289,Auto,Yes
A02181,530,47332.0,7987.0,3,0.179,Home improvement,No
A02182,753,41899.0,23907.0,1,0.706,Home improvement,No
A02183,657,62329.0,37290.0,12,0.888,Auto,No
A02184,531,39819.0,7814.0,9,0.36,Auto,Yes
A02185,586,90866.0,38709.0,1,0.708,Home improvement,No
A02186,656,51554.0,13522.0,12,0.399,Personal,No
A02187,715,45565.0,14266.0,15,0.541,Education,No
A02188,740,33388.0,5669.0,4,0.379,Home improvement,Yes
A02189,611,57146.0,24616.0,0,0.468,Auto,Yes
A02190,703,38548.0,6743.0,19,0.237,Personal,No
A02191,688,24676.0,14004.0,18,0.652,Auto,No
A02192,722,70146.0,36687.0,18,0.819,Education,No
A02193,620,43720.0,4442.0,1,0.192,Personal,No
A02194,576,50834.0,28430.0,7,0.593,Home improvement,No
A02195,575,41910.0,16825.0,3,0.443,Auto,No
A02196,786,50869.0,12283.0,24,0.498,Personal,Yes
A02197,662,34876.0,14662.0,19,0.583,Personal,Yes
A02198,708,39935.0,17421.0,20,0.615,Personal,Yes
A02199,705,70462.0,39768.0,22,0.837,Home improvement,Yes
A02200,652,30114.0,9591.0,2,0.325,Personal,No
A02201,746,130292.0,13463.0,21,0.183,Home improvement,No
A02202,683,38428.0,4651.0,1,0.281,Home improvement,Yes
A02203,627,56188.0,23066.0,8,0.495,Auto,No
A02204,604,99466.0,17942.0,8,0.29,Home improvement,No
A02205,580,113142.0,30657.0,3,0.516,Home improvement,Yes
A02206,696,72870.0,32978.0,6,0.46,Auto,No
A02207,675,55877.0,6728.0,5,0.303,Personal,No
A02208,698,37409.0,12978.0,17,0.449,Auto,No
A02209,659,56871.0,28333.0,4,0.649,Auto,No
A02210,675,38829.0,15429.0,4,0.694,Education,No
A02211,615,63292.0,21657.0,21,0.388,Home improvement,No
A02212,642,127074.0,30278.0,16,0.249,Home improvement,No
A02213,675,73306.0,35167.0,1,0.692,Personal,No
A02214,681,48578.0,15234.0,20,0.459,Education,Yes
A02215,654,42652.0,9604.0,11,0.414,Auto,Yes
A02216,739,81135.0,19537.0,1,0.335,Auto,No
A02217,674,53893.0,23186.0,13,0.559,Education,Yes
A02218,516,52589.0,25867.0,6,0.782,Personal,No
A02219,742,32930.0,10550.0,13,0.62,Home improvement,Yes
A02220,564,34047.0,3724.0,9,0.132,Personal,Yes
A02221,649,41011.0,21134.0,2,0.734,Home improvement,No
A02222,702,62991.0,17244.0,12,0.294,Auto,No
A02223,716,44718.0,20752.0,12,0.673,Auto,Yes
A02224,766,54931.0,6258.0,22,0.323,Auto,No
A02225,708,74828.0,29163.0,12,0.518,Education,No
A02226,564,43103.0,19756.0,14,0.675,Auto,No
A02227,604,46752.0,26478.0,5,0.769,Auto,No
A02228,616,62741.0,6899.0,5,0.212,Education,No
A02229,661,46735.0,18284.0,12,0.519,Personal,No
A02230,653,46865.0,21215.0,5,0.519,Auto,No
A02231,725,60825.0,16170.0,19,0.374,Auto,No
A02232,627,44272.0,17019.0,24,0.543,Auto,No
A02233,523,44402.0,7031.0,8,0.362,Home improvement,Yes
A02234,646,68251.0,29401.0,19,0.47,Personal,No
A02235,606,41879.0,22109.0,0,0.637,Auto,No
A02236,666,125208.0,53545.0,20,0.644,Auto,No
A02237,641,48392.0,10016.0,22,0.307,Home improvement,No
A02238,639,51190.0,27117.0,12,0.61,Personal,Yes
A02239,706,78131.0,32817.0,24,0.623,Education,No
A02240,647,40166.0,22008.0,9,0.766,Education,No
A02241,631,56141.0,32996.0,0,0.717,Auto,No
A02242,699,44876.0,14488.0,21,0.385,Auto,No
A02243,644,48241.0,14425.0,7,0.5,Education,Yes
A02244,623,51637.0,22292.0,2,0.605,Education,No
A02245,578,81670.0,35881.0,19,0.611,Auto,Yes
A02246,678,43302.0,13964.0,4,0.51,Auto,Yes
A02247,684,73299.0,30365.0,15,0.499,Auto,No
A02248,581,111942.0,22530.0,24,0.302,Personal,No
A02249,716,65885.0,27721.0,12,0.596,Personal,Yes
A02250,787,24985.0,6337.0,12,0.41,Personal,No
A02251,582,35405.0,7901.0,4,0.399,Personal,No
A02252,739,35358.0,14735.0,17,0.507,Auto,No
A02253,552,39983.0,21759.0,8,0.801,Auto,No
A02254,808,29323.0,6780.0,0,0.422,Personal,No
A02255,674,19508.0,10760.0,22,0.824,Auto,No
A02256,616,52956.0,17645.0,18,0.464,Personal,No
A02257,673,42161.0,9601.0,1,0.409,Education,No
A02258,706,54210.0,8839.0,22,0.427,Personal,No
A02259,627,48701.0,11925.0,15,0.381,Auto,No
A02260,638,31301.0,14303.0,1,0.724,Auto,Yes
A02261,616,33535.0,4879.0,10,0.163,Auto,Yes
A02262,721,44718.0,17731.0,8,0.407,Auto,No
A02263,689,73100.0,23238.0,14,0.44,Personal,No
A02264,586,28212.0,12300.0,8,0.669,Education,No
A02265,626,45541.0,25338.0,18,0.68,Home improvement,No
A02266,653,56953.0,22408.0,14,0.473,Personal,No
A02267,654,47363.0,9323.0,21,0.219,Personal,No
A02268,630,46656.0,15562.0,10,0.424,Education,No
A02269,681,33751.0,13085.0,16,0.509,Auto,No
A02270,581,53135.0,23699.0,22,0.483,Home improvement,Yes
A02271,595,28818.0,13586.0,10,0.615,Education,Yes
A02272,657,28888.0,7635.0,6,0.494,Personal,Yes
A02273,600,36841.0,10590.0,1,0.396,Personal,No
A02274,534,33041.0,9454.0,12,0.288,Education,No
A02275,698,48733.0,20488.0,18,0.571,Education,No
A02276,628,76447.0,29893.0,12,0.478,Home improvement,No
A02277,725,54417.0,27502.0,17,0.702,Education,Yes
A02278,670,78133.0,18837.0,15,0.433,Personal,No
A02279,583,16268.0,3180.0,0,0.449,Education,Yes
A02280,669,31588.0,10875.0,7,0.545,Personal,No
A02281,619,126282.0,64834.0,23,0.682,Education,No
A02282,533,40501.0,20493.0,14,0.506,Home improvement,Yes
A02283,675,66061.0,12863.0,20,0.253,Auto,No
A02284,618,29563.0,4268.0,5,0.312,Auto,No
A02285,692,46259.0,7988.0,5,0.383,Education,No
A02286,638,77120.0,41934.0,24,0.587,Auto,No
A02287,525,48013.0,18343.0,10,0.395,Auto,Yes
A02288,803,66274.0,16513.0,19,0.354,Personal,Yes
A02289,742,26587.0,15835.0,4,0.65,Education,Yes
A02290,526,48543.0,8621.0,24,0.285,Education,No
A02291,664,54777.0,11627.0,10,0.364,Personal,No
A02292,638,73079.0,30596.0,22,0.601,Auto,No
A02293,625,46431.0,26535.0,22,0.801,Home improvement,No
A02294,675,27403.0,10121.0,14,0.425,Education,No
A02295,591,82997.0,23290.0,4,0.535,Auto,No
A02296,667,82309.0,17167.0,19,0.35,Education,No
A02297,611,44853.0,12359.0,4,0.522,Education,No
A02298,563,28689.0,4599.0,19,0.424,Personal,Yes
A02299,732,39087.0,13695.0,11,0.379,Auto,No
A02300,518,74793.0,16377.0,16,0.431,Personal,No
A02301,612,52306.0,25012.0,5,0.599,Auto,No
A02302,764,63918.0,14296.0,8,0.239,Personal,No
A02303,561,72216.0,36388.0,3,0.674,Personal,Yes
A02304,423,43209.0,21892.0,9,0.658,Education,No
A02305,773,39841.0,18122.0,3,0.728,Auto,Yes
A02306,625,67296.0,29630.0,7,0.481,Auto,Yes
A02307,570,34986.0,5353.0,19,0.352,Home improvement,No
A02308,725,51902.0,20898.0,6,0.697,Home improvement,No
A02309,531,17925.0,5053.0,17,0.513,Home improvement,Yes
A02310,446,90444.0,53047.0,22,0.74,Home improvement,Yes
A02311,536,32711.0,19054.0,17,0.589,Personal,Yes
A02312,540,33540.0,5017.0,4,0.424,Auto,No
A02313,690,124308.0,31849.0,12,0.512,Auto,No
A02314,757,20897.0,7392.0,6,0.39,Home improvement,No
A02315,606,68423.0,12698.0,20,0.349,Personal,No
A02316,623,52963.0,28616.0,10,0.776,Personal,No
A02317,679,29651.0,16640.0,12,0.632,Personal,No
A02318,723,36960.0,21996.0,8,0.796,Personal,No
A02319,543,62102.0,9593.0,0,0.385,Personal,No
A02320,794,76673.0,7814.0,12,0.212,Personal,No
A02321,509,44949.0,16988.0,22,0.401,Education,Yes
A02322,630,49892.0,5484.0,12,0.32,Education,No
A02323,794,46848.0,23739.0,20,0.715,Home improvement,Yes
A02324,622,39067.0,9008.0,9,0.479,Personal,No
A02325,670,39793.0,8481.0,18,0.304,Personal,No
A02326,786,65085.0,21996.0,0,0.349,Personal,No
A02327,757,51774.0,23468.0,11,0.499,Personal,No
A02328,511,36068.0,3736.0,12,0.178,Home improvement,Yes
A02329,726,37308.0,14199.0,21,0.527,Home improvement,No
A02330,749,67875.0,26647.0,1,0.393,Personal,No
A02331,585,56812.0,10553.0,24,0.243,Personal,No
A02332,553,37570.0,10393.0,2,0.341,Personal,No
A02333,624,43182.0,16304.0,1,0.501,Personal,No
A02334,702,60271.0,25966.0,14,0.492,Auto,Yes
A02335,615,61896.0,19462.0,24,0.508,Auto,Yes
A02336,651,41387.0,5087.0,8,0.219,Home improvement,No
A02337,613,53446.0,28129.0,21,0.663,Auto,No
A02338,638,24484.0,2622.0,13,0.209,Home improvement,No
A02339,593,110440.0,61754.0,11,0.713,Home improvement,Yes
A02340,683,54425.0,31656.0,5,0.707,Personal,Yes
A02341,527,75697.0,36723.0,23,0.565,Education,Yes
A02342,651,77910.0,34967.0,10,0.629,Personal,No
A02343,556,64904.0,16998.0,4,0.368,Home improvement,No
A02344,578,27478.0,14138.0,19,0.668,Education,No
A02345,758,60037.0,29835.0,6,0.524,Home improvement,Yes
A02346,700,36365.0,9843.0,5,0.423,Auto,No
A02347,720,34688.0,8264.0,19,0.362,Personal,No
A02348,526,82124.0,30031.0,0,0.392,Auto,No
A02349,554,83918.0,17971.0,16,0.491,Education,No
A02350,585,70549.0,39083.0,13,0.847,Personal,No
A02351,593,26651.0,10158.0,20,0.453,Home improvement,Yes
A02352,603,39002.0,12965.0,22,0.35,Personal,No
A02353,716,49610.0,17318.0,11,0.379,Auto,No
A02354,692,106766.0,13597.0,2,0.304,Home improvement,No
A02355,770,44795.0,23770.0,15,0.809,Personal,No
A02356,680,80902.0,10255.0,0,0.384,Home improvement,No
A02357,652,45535.0,10603.0,8,0.514,Home improvement,No
A02358,685,25494.0,10535.0,7,0.427,Education,No
A02359,470,56193.0,12043.0,3,0.327,Education,No
A02360,730,103069.0,46252.0,8,0.547,Personal,No
A02361,679,43742.0,16765.0,5,0.456,Auto,Yes
A02362,595,69769.0,15554.0,1,0.439,Education,Yes
A02363,801,21982.0,3990.0,5,0.205,Home improvement,No
A02364,599,87746.0,39116.0,2,0.648,Home improvement,Yes
A02365,639,38193.0,22375.0,14,0.815,Personal,Yes
A02366,709,76515.0,23601.0,13,0.398,Auto,No
A02367,733,47674.0,6693.0,8,0.19,Auto,No
A02368,635,48636.0,20235.0,13,0.523,Education,No
A02369,829,29947.0,9807.0,19,0.565,Home improvement,No
A02370,621,120587.0,59533.0,20,0.58,Personal,No
A02371,740,62390.0,8718.0,1,0.163,Home improvement,No
A02372,709,90990.0,17846.0,12,0.405,Home improvement,No
A02373,634,54216.0,20413.0,14,0.6,Auto,No
A02374,799,24244.0,5632.0,19,0.515,Education,No
A02375,673,40124.0,15673.0,20,0.505,Home improvement,No
A02376,850,70384.0,17554.0,24,0.445,Auto,No
A02377,661,32254.0,3632.0,17,0.277,Education,No
A02378,614,54467.0,17340.0,16,0.513,Personal,No
A02379,569,50806.0,10360.0,1,0.382,Auto,Yes
A02380,715,138436.0,20825.0,16,0.16,Auto,No
A02381,704,43638.0,10499.0,24,0.379,Home improvement,No
A02382,669,62143.0,33056.0,15,0.638,Personal,Yes
A02383,564,46630.0,20994.0,2,0.61,Home improvement,No
A02384,614,49814.0,19763.0,12,0.49,Education,No
A02385,671,74205.0,20266.0,10,0.428,Auto,No
A02386,634,86389.0,30776.0,13,0.61,Home improvement,Yes
A02387,459,27966.0,6162.0,22,0.328,Auto,Yes
A02388,679,28705.0,16780.0,10,0.608,Personal,Yes
A02389,676,57768.0,18949.0,22,0.421,Home improvement,No
A02390,594,73740.0,15437.0,7,0.454,Personal,Yes
A02391,772,32305.0,6464.0,18,0.255,Home improvement,No
A02392,618,41326.0,24408.0,23,0.76,Education,Yes
A02393,671,52100.0,5576.0,1,0.402,Auto,Yes
A02394,728,37089.0,16125.0,21,0.5,Auto,No
A02395,537,59565.0,33980.0,18,0.742,Personal,Yes
A02396,639,51764.0,10644.0,17,0.423,Auto,No
A02397,477,34956.0,7609.0,0,0.425,Education,Yes
A02398,828,26893.0,4830.0,20,0.453,Education,Yes
A02399,836,72821.0,8427.0,11,0.196,Personal,No
A02400,685,20431.0,2721.0,0,0.371,Personal,No
A02401,705,98174.0,52448.0,9,0.629,Home improvement,Yes
A02402,505,53315.0,12712.0,13,0.369,Education,No
A02403,677,44449.0,16734.0,8,0.509,Home improvement,No
A02404,654,22021.0,5806.0,20,0.367,Personal,No
A02405,721,39968.0,22903.0,19,0.87,Personal,No
A02406,682,86103.0,32954.0,6,0.439,Auto,No
A02407,775,38818.0,5509.0,20,0.394,Education,No
A02408,707,54750.0,8181.0,23,0.333,Auto,No
A02409,693,54496.0,27327.0,21,0.781,Auto,No
A02410,604,48591.0,6414.0,1,0.164,Personal,No
A02411,625,43344.0,22163.0,15,0.768,Auto,No
A02412,688,71557.0,26606.0,6,0.525,Education,No
A02413,663,66800.0,28666.0,4,0.605,Auto,No
A02414,710,42311.0,24479.0,13,0.822,Personal,No
A02415,674,66829.0,9868.0,11,0.173,Education,No
A02416,676,114045.0,64290.0,22,0.668,Personal,No
A02417,697,80057.0,15236.0,14,0.344,Education,No
