transaction_id,amount,hour_of_day,merchant_category,distance_from_home_km,chip_used,transaction_count_24h,IsFraud
T002163,22.89,2,Gas,286.7,No,1,No
T002164,31.1,2,Travel,138.5,Yes,4,No
T002165,110.7,0,Online,190.8,No,4,No
T002166,172.76,8,Groceries,188.8,No,3,No
T002167,50.11,5,Groceries,156.1,Yes,2,No
T002168,32.35,12,Gas,37.6,Yes,2,No
T002169,49.81,2,Electronics,12.5,Yes,3,No
T002170,18.69,6,Groceries,274.5,Yes,2,No
T002171,139.62,21,Online,69.8,Yes,2,No
T002172,45.33,9,Groceries,217.2,Yes,2,No
T002173,72.86,8,Online,135.9,No,4,No
T002174,38.52,15,Travel,67.9,Yes,2,No
T002175,93.98,7,Electronics,107.2,Yes,0,No
T002176,34.21,6,Travel,209.8,Yes,2,No
T002177,42.91,18,Online,217.2,Yes,0,No
T002178,27.32,17,Travel,47.3,Yes,0,Yes
T002179,87.89,18,Groceries,86.0,Yes,0,No
T002180,181.82,12,Electronics,352.8,No,4,No
T002181,69.18,22,Travel,160.1,No,3,No
T002182,53.57,17,Groceries,34.1,No,1,No
T002183,30.21,15,Online,588.6,Yes,1,No
T002184,14.64,18,Gas,5.1,No,1,No
T002185,10.47,4,Groceries,256.2,Yes,2,No
T002186,45.79,3,Online,166.2,Yes,2,No
T002187,32.59,2,Gas,232.1,Yes,1,No
T002188,13.93,12,Online,50.8,Yes,2,No
T002189,55.77,21,Groceries,208.2,Yes,3,No
T002190,18.52,14,Gas,69.2,No,2,No
T002191,196.8,1,Online,77.9,Yes,2,Yes
T002192,101.36,12,Travel,225.0,Yes,0,No
T002193,76.27,21,Electronics,2.7,Yes,0,No
T002194,15.04,18,Groceries,16.8,Yes,3,No
T002195,38.97,0,Online,213.0,Yes,2,No
T002196,26.91,5,Groceries,17.5,Yes,1,No
T002197,50.47,4,Travel,636.5,No,4,Yes
T002198,26.58,5,Gas,80.7,Yes,2,No
T002199,15.15,6,Gas,236.1,No,0,No
T002200,14.38,0,Gas,127.8,No,3,No
T002201,47.64,0,Groceries,452.0,No,0,No
T002202,11.53,13,Electronics,47.4,No,1,No
T002203,149.41,0,Electronics,569.8,Yes,0,No
T002204,17.98,18,Electronics,115.0,Yes,3,No
T002205,55.93,12,Gas,147.1,Yes,2,No
T002206,53.76,6,Groceries,98.9,No,4,No
T002207,80.07,14,Gas,42.9,No,4,No
T002208,108.5,21,Groceries,29.0,Yes,4,No
T002209,13.44,21,Gas,24.4,Yes,1,No
T002210,113.23,14,Gas,84.2,Yes,1,No
T002211,12.32,20,Travel,24.3,Yes,2,Yes
T002212,94.15,4,Online,210.9,No,0,No
T002213,122.78,8,Groceries,207.2,No,0,No
T002214,13.56,20,Groceries,182.0,No,5,No
T002215,45.92,7,Groceries,46.2,Yes,1,No
T002216,134.09,4,Online,52.7,Yes,2,No
T002217,43.61,12,Online,238.2,Yes,2,No
T002218,73.66,16,Groceries,133.4,Yes,1,No
T002219,567.59,8,Electronics,318.6,No,3,No
T002220,8.04,7,Travel,281.3,No,2,No
T002221,28.55,13,Online,42.7,Yes,3,No
T002222,277.63,15,Groceries,75.0,No,2,No
T002223,10.01,3,Electronics,97.1,No,1,No
T002224,92.69,11,Groceries,164.9,No,4,No
T002225,93.4,15,Groceries,68.2,Yes,2,No
T002226,503.37,11,Electronics,279.8,Yes,1,No
T002227,49.86,10,Travel,194.1,No,1,No
T002228,114.11,18,Electronics,546.8,Yes,2,No
T002229,221.02,11,Groceries,291.6,Yes,4,No
T002230,7.52,10,Gas,137.9,Yes,1,No
T002231,100.49,5,Groceries,54.2,Yes,1,No
T002232,173.08,13,Online,195.8,Yes,2,No
T002233,70.06,12,Online,149.0,No,1,No
T002234,23.67,3,Online,186.9,Yes,1,No
T002235,180.82,9,Gas,351.9,Yes,2,No
T002236,53.83,4,Travel,50.9,No,5,No
T002237,78.23,5,Travel,116.2,No,0,No
T002238,23.33,22,Travel,48.4,No,0,No
T002239,9.79,7,Online,259.5,No,2,No
T002240,79.82,6,Groceries,149.4,No,2,No
T002241,196.83,11,Electronics,85.4,Yes,2,No
T002242,12.95,15,Electronics,125.9,Yes,3,No
T002243,26.48,15,Online,103.2,Yes,2,No
T002244,32.32,4,Travel,181.3,Yes,1,No
T002245,8.28,22,Travel,162.7,Yes,3,No
T002246,47.0,16,Travel,37.2,No,2,No
T002247,265.66,11,Travel,349.5,Yes,2,No
T002248,56.41,12,Gas,139.4,Yes,1,No
T002249,15.96,22,Gas,154.7,No,1,No
T002250,88.55,10,Online,201.6,Yes,3,No
T002251,70.37,9,Electronics,85.8,Yes,3,No
T002252,67.24,1,Gas,14.0,Yes,1,No
T002253,51.04,6,Travel,233.0,Yes,4,No
T002254,24.69,11,Online,199.4,Yes,5,No
T002255,21.05,11,Groceries,70.7,Yes,2,No
T002256,184.77,23,Online,221.1,Yes,2,No
T002257,113.01,8,Groceries,0.6,Yes,1,No
T002258,22.49,0,Groceries,177.0,No,2,No
T002259,40.36,18,Electronics,293.1,No,3,Yes
T002260,3.33,18,Travel,132.6,Yes,2,No
T002261,50.52,12,Electronics,30.9,No,0,No
T002262,96.24,22,Electronics,136.3,Yes,1,No
T002263,40.64,7,Groceries,215.0,No,1,No
T002264,227.27,3,Electronics,363.7,No,1,No
T002265,8.89,22,Electronics,281.3,Yes,0,No
T002266,57.3,13,Electronics,401.1,No,3,Yes
T002267,9.57,7,Groceries,56.8,Yes,3,No
T002268,113.15,3,Electronics,156.4,Yes,0,No
T002269,18.75,4,Online,390.8,Yes,3,No
T002270,87.89,2,Gas,52.2,Yes,3,No
T002271,21.27,21,Electronics,210.2,No,1,Yes
T002272,10.9,20,Travel,416.2,Yes,2,No
T002273,94.98,1,Travel,39.4,No,2,No
T002274,46.59,5,Electronics,264.2,Yes,1,No
T002275,41.53,4,Groceries,16.9,Yes,2,No
T002276,158.39,9,Gas,380.5,Yes,1,No
T002277,49.58,20,Electronics,202.2,Yes,0,No
T002278,99.54,15,Gas,153.2,No,1,Yes
T002279,5.0,17,Travel,127.3,Yes,3,No
T002280,83.86,10,Electronics,138.7,No,3,No
T002281,49.31,5,Electronics,356.6,No,2,No
T002282,31.33,6,Gas,88.8,Yes,5,No
T002283,22.87,23,Groceries,102.2,Yes,2,No
T002284,9.34,10,Travel,149.6,Yes,1,No
T002285,273.34,13,Travel,27.9,Yes,3,No
T002286,90.03,15,Travel,255.0,No,1,No
T002287,19.05,15,Travel,191.0,Yes,5,No
T002288,92.56,11,Online,74.1,Yes,3,No
T002289,12.31,22,Groceries,15.3,Yes,1,No
T002290,66.35,18,Groceries,84.5,Yes,2,No
T002291,86.15,5,Electronics,65.2,Yes,2,No
T002292,44.96,13,Groceries,480.2,No,1,No
T002293,41.89,18,Online,196.3,Yes,0,No
T002294,34.84,13,Electronics,376.5,No,0,No
T002295,153.88,18,Online,3.3,Yes,3,No
T002296,18.28,4,Online,218.1,No,4,No
T002297,91.81,13,Gas,125.5,No,2,No
T002298,38.94,10,Online,282.6,Yes,4,No
T002299,276.11,21,Electronics,210.6,Yes,2,No
T002300,20.84,7,Travel,225.7,No,1,No
T002301,52.8,12,Electronics,462.2,Yes,0,No
T002302,95.21,16,Online,251.6,Yes,1,No
T002303,66.46,20,Online,121.3,No,4,No
T002304,33.27,16,Travel,38.7,Yes,5,No
T002305,125.93,22,Online,134.4,No,6,No
T002306,19.63,20,Travel,110.7,Yes,2,No
T002307,160.23,8,Online,45.1,Yes,0,No
T002308,190.58,13,Travel,57.3,No,3,No
T002309,130.65,18,Electronics,8.2,Yes,1,No
T002310,15.02,11,Online,228.0,Yes,4,No
T002311,34.75,2,Groceries,268.8,No,2,No
T002312,34.38,22,Groceries,65.7,Yes,1,No
T002313,77.23,15,Groceries,39.0,No,3,Yes
T002314,45.41,18,Electronics,115.8,No,1,No
T002315,39.25,8,Electronics,88.6,No,3,No
T002316,79.54,0,Electronics,143.7,No,1,Yes
T002317,96.45,13,Groceries,33.6,Yes,2,No
T002318,160.88,15,Groceries,100.4,No,1,No
T002319,24.37,22,Travel,136.5,Yes,2,No
T002320,41.47,11,Gas,204.9,Yes,0,No
T002321,85.69,10,Travel,93.1,Yes,1,No
T002322,237.68,21,Gas,188.4,Yes,5,No
T002323,99.32,11,Online,57.4,Yes,3,No
T002324,37.16,16,Online,148.6,Yes,3,No
T002325,19.41,6,Groceries,100.4,Yes,2,No
T002326,189.1,11,Gas,233.7,Yes,2,No
T002327,54.26,7,Gas,95.6,Yes,2,No
T002328,75.19,3,Groceries,287.4,No,2,No
T002329,215.85,2,Online,16.7,Yes,1,No
T002330,48.89,12,Online,85.2,Yes,4,No
T002331,36.84,20,Travel,219.5,No,1,Yes
T002332,34.42,7,Groceries,169.2,Yes,3,Yes
T002333,107.7,3,Online,472.1,Yes,1,No
T002334,177.83,9,Travel,239.6,No,4,Yes
T002335,19.75,8,Groceries,29.4,Yes,1,No
T002336,58.69,23,Groceries,229.0,Yes,3,No
T002337,23.86,13,Gas,117.0,Yes,1,No
T002338,18.08,6,Travel,44.4,No,2,No
T002339,72.86,8,Online,108.8,Yes,2,No
T002340,115.24,4,Travel,198.1,No,2,Yes
T002341,279.13,15,Gas,2.4,Yes,2,No
T002342,118.71,12,Gas,507.2,No,3,No
T002343,105.67,16,Gas,28.3,No,3,No
T002344,90.97,4,Online,13.0,Yes,1,No
T002345,47.32,4,Online,6.0,No,2,No
T002346,50.24,12,Groceries,37.0,Yes,2,No
T002347,41.06,7,Gas,71.8,Yes,2,No
T002348,112.38,1,Travel,28.8,Yes,3,No
T002349,20.37,0,Travel,1.4,Yes,2,No
T002350,157.46,4,Electronics,207.5,Yes,2,No
T002351,72.64,19,Electronics,428.9,Yes,1,No
T002352,28.84,10,Online,62.2,No,3,No
T002353,42.65,17,Online,94.3,Yes,1,No
T002354,50.36,22,Gas,90.7,No,4,No
T002355,117.81,18,Travel,133.4,Yes,1,No
T002356,9.62,15,Gas,82.1,No,0,No
T002357,37.71,22,Groceries,64.5,Yes,5,No
T002358,72.36,6,Travel,160.5,No,1,No
T002359,49.04,15,Electronics,27.2,Yes,1,No
T002360,74.87,2,Gas,122.0,Yes,3,No
T002361,65.08,9,Travel,169.3,Yes,0,No
T002362,96.43,17,Gas,109.8,Yes,5,No
T002363,53.0,11,Gas,115.3,Yes,4,No
T002364,18.13,11,Travel,273.3,Yes,2,No
T002365,11.71,14,Groceries,209.3,Yes,1,No
T002366,16.74,2,Online,148.6,Yes,4,No
T002367,17.14,13,Online,257.1,No,1,No
T002368,32.11,16,Electronics,97.4,Yes,2,No
T002369,45.62,22,Gas,224.1,No,1,No
T002370,34.77,21,Groceries,595.5,Yes,4,No
T002371,19.98,14,Travel,97.6,No,3,No
T002372,76.97,4,Online,287.3,No,0,No
T002373,123.27,20,Travel,169.6,No,5,No
T002374,54.73,23,Groceries,215.6,Yes,2,No
T002375,57.19,3,Travel,280.4,No,2,No
T002376,27.66,8,Travel,56.0,No,0,No
T002377,14.16,15,Electronics,115.6,Yes,1,Yes
T002378,195.68,7,Online,60.0,Yes,3,No
T002379,9.66,16,Electronics,28.4,Yes,4,No
T002380,182.7,2,Online,356.7,Yes,1,No
T002381,63.39,1,Online,111.1,Yes,0,No
T002382,37.23,0,Electronics,87.7,No,1,No
T002383,89.17,1,Groceries,104.4,No,0,No
T002384,12.49,8,Online,2.5,Yes,1,No
T002385,268.51,2,Online,80.2,Yes,2,No
T002386,7.92,22,Gas,57.8,Yes,0,No
T002387,11.3,23,Electronics,53.4,Yes,3,No
T002388,183.48,22,Electronics,59.3,No,4,No
T002389,256.5,20,Electronics,128.8,Yes,3,No
T002390,82.05,0,Online,9.7,Yes,6,No
T002391,21.97,12,Online,634.9,Yes,2,Yes
T002392,174.29,17,Gas,222.4,Yes,1,No
T002393,78.22,23,Gas,350.4,No,1,No
T002394,140.54,11,Groceries,68.4,Yes,1,No
T002395,24.12,15,Groceries,234.8,Yes,0,No
T002396,99.59,22,Online,82.3,Yes,0,No
T002397,19.52,10,Online,338.4,Yes,3,No
T002398,113.89,19,Electronics,180.0,Yes,6,No
T002399,77.65,2,Travel,329.7,No,1,No
T002400,48.74,6,Gas,166.1,Yes,2,No
T002401,73.45,11,Gas,171.8,Yes,1,No
T002402,235.94,2,Electronics,266.5,No,0,No
T002403,59.05,8,Online,104.5,Yes,1,No
T002404,28.13,2,Groceries,125.6,No,3,Yes
T002405,8.32,2,Groceries,132.9,Yes,8,No
T002406,11.44,2,Groceries,502.1,Yes,2,No
T002407,20.58,14,Gas,416.3,Yes,3,No
T002408,25.02,1,Gas,226.2,Yes,2,No
T002409,65.85,11,Electronics,50.0,No,7,No
T002410,67.1,8,Groceries,241.7,No,0,No
T002411,45.51,10,Travel,237.7,No,1,No
T002412,216.01,17,Gas,23.2,No,2,No
T002413,5.92,14,Gas,26.6,No,1,No
T002414,249.59,12,Groceries,81.0,Yes,0,No
T002415,182.85,22,Groceries,143.0,No,3,Yes
T002416,41.93,20,Electronics,38.9,Yes,2,No
T002417,25.47,15,Gas,250.5,Yes,0,No
T002418,98.24,3,Electronics,209.5,Yes,2,No
T002419,117.16,16,Online,85.1,Yes,0,No
T002420,97.98,7,Online,45.8,No,3,Yes
T002421,1683.76,14,Gas,119.7,Yes,3,No
T002422,57.85,11,Travel,56.5,No,1,No
T002423,80.77,3,Online,61.4,No,1,No
T002424,44.45,6,Electronics,159.5,No,1,No
T002425,44.57,19,Online,217.8,Yes,3,No
T002426,59.26,8,Travel,429.2,No,2,No
T002427,48.51,13,Travel,20.0,Yes,3,No
T002428,84.52,6,Travel,294.9,Yes,3,No
T002429,24.49,7,Gas,209.1,Yes,1,No
T002430,202.21,20,Travel,86.8,Yes,0,No
T002431,31.67,3,Travel,100.3,Yes,0,No
T002432,21.12,11,Online,167.6,No,4,No
T002433,42.32,4,Groceries,227.2,Yes,1,No
T002434,27.44,18,Online,185.3,Yes,7,No
T002435,136.71,12,Electronics,28.0,Yes,2,No
T002436,162.74,0,Electronics,91.4,Yes,1,No
T002437,98.28,17,Gas,205.2,No,1,No
T002438,17.87,23,Groceries,113.9,Yes,2,No
T002439,216.71,18,Gas,143.7,Yes,1,No
T002440,21.15,20,Groceries,69.0,No,2,No
T002441,164.72,12,Online,61.2,Yes,3,No
T002442,272.02,9,Travel,262.2,Yes,1,No
T002443,28.21,16,Electronics,45.4,Yes,4,No
T002444,31.0,14,Travel,90.8,Yes,1,No
T002445,403.76,17,Groceries,172.5,Yes,2,No
T002446,27.38,14,Electronics,6.4,No,6,No
T002447,45.42,23,Online,295.8,Yes,1,No
T002448,58.27,13,Electronics,225.9,Yes,1,No
T002449,82.86,7,Travel,252.1,Yes,2,No
T002450,43.98,11,Electronics,338.2,Yes,0,No
T002451,27.5,7,Online,0.1,Yes,1,No
T002452,1560.69,5,Online,312.3,No,1,No
T002453,63.49,8,Electronics,292.8,No,3,No
T002454,329.39,1,Travel,318.9,Yes,2,No
T002455,51.08,5,Gas,21.4,Yes,1,No
T002456,34.05,5,Electronics,185.4,Yes,0,No
T002457,16.37,1,Travel,259.3,No,2,No
T002458,159.42,1,Groceries,2.9,Yes,0,No
T002459,74.66,11,Travel,180.4,Yes,0,No
T002460,8.43,9,Groceries,151.3,Yes,3,No
T002461,120.12,21,Electronics,72.1,No,0,No
T002462,20.17,0,Electronics,117.9,No,2,No
T002463,34.0,7,Travel,213.4,No,2,No
T002464,42.93,21,Online,68.3,No,0,Yes
T002465,137.1,6,Travel,234.8,Yes,1,No
T002466,130.58,10,Electronics,51.5,No,2,No
T002467,27.73,9,Gas,527.0,No,3,Yes
T002468,63.08,11,Online,417.3,Yes,0,No
T002469,24.43,17,Online,27.4,Yes,1,No
T002470,63.32,4,Groceries,114.2,Yes,1,Yes
T002471,40.4,17,Electronics,231.9,Yes,2,No
T002472,41.88,20,Gas,286.4,No,0,Yes
T002473,64.72,16,Gas,6.8,Yes,3,No
T002474,279.12,22,Groceries,131.5,Yes,1,No
T002475,46.49,14,Travel,292.5,No,4,No
T002476,44.53,21,Groceries,369.3,Yes,1,No
T002477,132.67,16,Gas,44.2,No,0,No
T002478,98.26,18,Electronics,60.9,Yes,4,No
T002479,139.93,21,Electronics,98.5,No,0,Yes
T002480,33.23,3,Gas,149.6,Yes,1,No
T002481,154.1,0,Online,265.8,Yes,1,No
T002482,133.3,1,Online,13.4,Yes,5,No
T002483,117.39,1,Gas,535.3,No,4,No
T002484,89.71,23,Electronics,124.1,No,4,No
T002485,212.68,9,Groceries,78.9,Yes,3,No
T002486,35.6,20,Travel,332.9,Yes,3,No
T002487,36.94,0,Groceries,157.6,Yes,3,No
T002488,31.14,15,Travel,3.2,No,2,No
T002489,41.09,12,Groceries,16.7,Yes,1,No
T002490,149.96,14,Travel,295.2,Yes,1,No
T002491,167.55,4,Electronics,54.4,No,2,No
T002492,18.29,9,Electronics,134.0,No,1,Yes
T002493,32.92,7,Travel,530.3,Yes,2,No
T002494,18.87,8,Gas,123.6,Yes,0,No
T002495,227.28,6,Online,98.1,Yes,2,No
T002496,45.73,18,Electronics,244.8,Yes,2,No
T002497,48.51,9,Gas,511.0,No,1,No
T002498,99.22,15,Electronics,73.7,Yes,1,No
T002499,32.9,7,Gas,34.4,No,2,No
T002500,18.84,0,Groceries,559.9,No,1,No
T002501,47.59,20,Gas,378.3,Yes,2,No
T002502,214.44,18,Groceries,111.9,Yes,3,No
T002503,131.27,17,Online,35.8,Yes,3,No
T002504,47.99,18,Travel,255.1,Yes,1,No
T002505,89.56,2,Groceries,143.6,No,1,Yes
T002506,57.88,5,Groceries,113.0,Yes,4,No
T002507,106.46,6,Groceries,205.1,Yes,3,No
T002508,35.68,23,Gas,265.1,No,3,Yes
T002509,96.44,0,Gas,273.3,Yes,1,No
T002510,71.06,15,Groceries,78.4,Yes,3,No
T002511,26.43,16,Gas,341.2,Yes,2,No
T002512,128.09,17,Groceries,202.8,No,0,No
T002513,54.63,23,Online,144.1,Yes,0,No
T002514,44.84,18,Groceries,102.5,Yes,1,No
T002515,188.68,5,Travel,374.7,Yes,1,No
T002516,53.91,5,Travel,8.6,No,2,No
T002517,22.32,10,Travel,15.8,No,2,No
T002518,35.19,4,Gas,233.3,Yes,3,No
T002519,97.41,11,Groceries,26.2,Yes,1,No
T002520,21.55,7,Electronics,38.6,Yes,2,No
T002521,40.24,1,Gas,59.5,No,3,Yes
T002522,44.37,15,Electronics,30.9,No,1,No
T002523,188.42,11,Travel,346.7,Yes,1,No
T002524,19.71,14,Gas,129.4,Yes,0,No
T002525,62.02,7,Groceries,151.8,Yes,1,No
T002526,77.67,9,Groceries,246.8,Yes,6,No
T002527,28.56,6,Online,388.7,Yes,2,No
T002528,267.35,19,Online,66.1,Yes,3,No
T002529,50.09,5,Travel,117.0,No,2,No
T002530,215.91,1,Travel,344.4,Yes,1,No
T002531,84.99,15,Groceries,65.1,Yes,3,Yes
T002532,24.39,11,Online,108.1,Yes,0,No
T002533,41.73,19,Electronics,78.7,Yes,0,No
T002534,118.69,9,Travel,25.0,Yes,0,No
T002535,20.96,8,Electronics,60.8,No,4,No
T002536,32.84,17,Travel,558.8,Yes,2,Yes
T002537,48.04,1,Electronics,170.1,Yes,2,No
T002538,18.87,20,Online,190.0,Yes,3,No
T002539,918.18,20,Gas,230.6,Yes,2,No
T002540,315.0,18,Online,185.1,Yes,2,No
T002541,599.0,15,Travel,172.3,No,2,No
T002542,93.8,21,Travel,292.1,Yes,2,No
T002543,37.48,6,Groceries,329.5,Yes,1,No
T002544,60.17,16,Electronics,186.4,Yes,1,No
T002545,84.73,4,Groceries,143.5,Yes,1,No
T002546,7.93,21,Travel,87.8,Yes,2,No
T002547,35.9,19,Online,245.7,Yes,1,No
T002548,377.78,19,Online,277.4,Yes,2,No
T002549,128.55,1,Travel,344.5,Yes,1,No
T002550,34.9,11,Online,144.3,No,3,No
T002551,26.06,17,Electronics,109.5,Yes,3,No
T002552,13.33,18,Gas,181.1,Yes,1,No
T002553,26.26,21,Travel,620.0,No,3,Yes
T002554,17.38,2,Online,125.8,No,2,Yes
T002555,104.7,4,Online,16.7,No,4,Yes
T002556,47.63,19,Electronics,215.7,Yes,3,No
T002557,175.54,15,Travel,62.2,Yes,2,No
T002558,32.92,9,Online,53.7,Yes,4,No
T002559,17.02,14,Groceries,189.8,Yes,1,No
T002560,22.24,3,Gas,324.6,No,6,No
T002561,161.83,17,Groceries,53.5,Yes,5,No
T002562,79.07,2,Gas,231.2,No,2,Yes
T002563,25.43,9,Gas,4.8,No,3,No
T002564,74.33,13,Travel,31.6,Yes,1,No
T002565,34.91,18,Electronics,45.3,No,3,No
T002566,83.36,6,Groceries,200.9,No,0,No
T002567,46.38,22,Travel,144.5,No,3,No
T002568,32.07,14,Gas,132.0,No,3,No
T002569,105.66,20,Electronics,131.9,No,1,No
T002570,18.31,7,Gas,32.8,No,3,No
T002571,169.8,1,Electronics,67.3,No,1,No
T002572,166.23,4,Electronics,197.1,Yes,0,No
T002573,264.91,2,Travel,76.5,Yes,4,No
T002574,57.38,3,Travel,65.7,Yes,2,No
T002575,145.9,20,Travel,209.3,Yes,1,No
T002576,163.26,19,Online,324.5,Yes,1,No
T002577,176.72,21,Gas,84.0,Yes,1,No
T002578,42.26,22,Electronics,23.8,Yes,2,No
T002579,4.04,12,Online,131.3,Yes,3,No
T002580,46.25,12,Travel,442.1,Yes,4,No
T002581,46.15,8,Online,143.7,Yes,3,No
T002582,547.0,19,Online,65.6,Yes,2,No
T002583,14.15,3,Online,84.3,No,5,No
T002584,3.6,23,Gas,269.9,No,3,No
T002585,31.41,20,Gas,353.7,Yes,1,No
T002586,342.68,10,Online,34.1,Yes,3,No
T002587,260.62,0,Travel,166.5,Yes,1,No
T002588,123.92,12,Gas,322.3,Yes,0,No
T002589,78.62,0,Online,156.4,Yes,1,Yes
T002590,89.41,4,Electronics,234.0,No,1,No
T002591,275.29,19,Travel,19.5,Yes,3,No
T002592,77.25,18,Gas,325.0,Yes,3,No
T002593,70.35,13,Travel,116.5,Yes,5,No
T002594,14.88,14,Groceries,15.4,No,4,No
T002595,29.58,2,Travel,82.3,Yes,4,No
T002596,187.72,11,Gas,105.6,Yes,3,No
T002597,76.92,20,Online,205.5,Yes,0,No
T002598,36.35,22,Travel,106.4,No,3,No
T002599,59.56,15,Online,44.2,Yes,1,No
T002600,14.6,6,Groceries,160.0,No,2,No
T002601,65.27,8,Online,58.5,Yes,1,No
T002602,13.64,5,Travel,74.5,Yes,3,No
T002603,159.74,3,Electronics,195.6,Yes,1,No
T002604,198.3,6,Travel,322.5,Yes,1,No
T002605,184.64,11,Electronics,73.5,Yes,1,No
T002606,48.89,3,Electronics,166.4,Yes,3,No
T002607,8.49,21,Electronics,249.0,Yes,3,No
T002608,95.66,12,Groceries,80.3,Yes,3,No
T002609,421.67,2,Groceries,77.3,Yes,2,No
T002610,38.18,20,Online,35.3,Yes,2,No
T002611,37.62,21,Gas,474.9,Yes,1,No
T002612,56.01,8,Electronics,18.1,Yes,2,No
T002613,271.41,7,Online,110.0,Yes,1,No
T002614,17.9,9,Groceries,263.6,Yes,5,No
T002615,21.62,20,Gas,169.2,Yes,2,No
T002616,28.52,18,Travel,87.5,Yes,3,No
T002617,217.99,11,Travel,65.8,Yes,1,No
T002618,43.79,16,Electronics,27.6,No,2,No
T002619,27.03,7,Electronics,41.3,Yes,0,No
T002620,55.93,2,Travel,50.2,No,1,Yes
T002621,94.09,8,Travel,334.0,No,4,No
T002622,8.52,11,Gas,57.1,Yes,2,No
T002623,16.97,21,Gas,9.1,Yes,2,No
T002624,923.13,12,Gas,375.7,No,1,No
T002625,66.16,9,Travel,45.5,No,1,No
T002626,398.64,7,Gas,113.2,Yes,2,No
T002627,11.09,19,Online,35.8,Yes,6,Yes
T002628,154.17,5,Gas,191.0,No,3,No
T002629,103.05,22,Gas,172.6,Yes,1,No
T002630,24.5,18,Travel,307.2,No,1,No
T002631,141.71,16,Gas,401.5,Yes,2,No
T002632,27.55,5,Groceries,84.3,Yes,1,No
T002633,4.85,8,Online,146.0,Yes,0,No
T002634,23.84,3,Travel,88.7,Yes,5,No
T002635,54.5,22,Electronics,365.4,Yes,2,No
T002636,162.37,17,Gas,360.1,No,4,No
T002637,20.62,4,Gas,105.2,No,1,No
T002638,42.06,15,Online,48.0,No,1,No
T002639,17.92,21,Electronics,152.0,Yes,3,No
T002640,111.33,16,Gas,349.7,Yes,2,No
T002641,98.13,19,Groceries,155.7,Yes,3,No
T002642,43.69,7,Electronics,106.2,Yes,1,No
T002643,65.3,12,Groceries,270.8,Yes,0,No
T002644,56.62,22,Travel,347.6,Yes,1,No
T002645,357.14,9,Online,55.2,Yes,0,No
T002646,233.59,15,Online,253.1,Yes,2,No
T002647,411.32,12,Travel,572.4,No,4,No
T002648,20.93,8,Electronics,150.5,Yes,3,No
T002649,78.43,12,Online,240.2,No,3,No
T002650,94.84,7,Online,283.8,Yes,1,No
T002651,198.07,12,Electronics,9.9,Yes,1,No
T002652,28.8,7,Travel,131.7,No,1,No
T002653,48.38,6,Gas,157.2,No,1,No
T002654,12.62,7,Groceries,254.8,Yes,1,No
T002655,26.97,14,Travel,308.8,Yes,2,No
T002656,142.25,22,Electronics,2.5,No,0,No
T002657,148.68,21,Gas,216.7,No,1,No
T002658,22.88,10,Travel,147.6,No,2,No
T002659,16.57,18,Travel,69.6,No,0,Yes
T002660,44.34,4,Gas,109.7,No,4,Yes
T002661,29.11,12,Online,41.3,Yes,3,No
T002662,319.69,15,Online,102.0,Yes,1,No
T002663,31.85,23,Gas,135.9,Yes,2,No
T002664,125.87,19,Travel,308.9,No,1,No
T002665,140.28,22,Online,188.2,No,3,No
T002666,120.64,14,Groceries,39.2,No,3,No
T002667,26.57,1,Groceries,33.2,Yes,2,No
T002668,23.26,1,Groceries,254.7,Yes,2,No
T002669,36.27,21,Online,86.5,No,1,No
T002670,59.35,3,Groceries,109.0,Yes,6,No
T002671,27.38,6,Electronics,240.1,No,1,No
T002672,110.33,20,Electronics,22.9,Yes,1,No
T002673,76.8,22,Online,58.1,No,1,No
T002674,182.58,20,Travel,171.6,No,2,No
T002675,44.65,2,Electronics,221.8,No,0,No
T002676,204.7,14,Online,243.9,Yes,3,No
T002677,76.61,14,Gas,467.2,No,0,No
T002678,24.64,3,Travel,219.9,Yes,2,Yes
T002679,274.52,18,Electronics,58.0,No,1,No
T002680,47.99,14,Travel,354.8,Yes,1,No
T002681,71.01,1,Online,133.2,Yes,5,No
T002682,323.04,4,Gas,249.0,Yes,5,No
T002683,32.01,13,Groceries,54.4,No,2,No
T002684,86.65,7,Gas,34.5,No,1,No
T002685,32.21,5,Gas,58.6,Yes,2,No
T002686,200.99,7,Online,255.7,Yes,5,No
T002687,16.87,7,Gas,410.3,Yes,4,No
T002688,49.81,22,Online,200.3,Yes,2,Yes
T002689,161.99,3,Groceries,293.2,Yes,3,No
T002690,199.18,1,Groceries,32.2,No,2,Yes
T002691,100.47,14,Electronics,356.1,No,1,Yes
T002692,5.65,11,Groceries,213.4,Yes,0,No
T002693,253.41,8,Online,265.0,Yes,4,No
T002694,57.52,5,Online,77.0,Yes,0,No
T002695,44.6,10,Electronics,264.2,Yes,1,No
T002696,73.98,4,Electronics,104.4,Yes,3,No
T002697,118.37,5,Groceries,41.6,No,3,Yes
T002698,20.18,22,Online,70.4,Yes,1,No
T002699,95.53,23,Gas,62.6,No,3,No
T002700,32.99,1,Groceries,156.4,Yes,1,No
T002701,387.03,1,Travel,370.4,No,0,No
T002702,185.62,8,Online,208.9,Yes,1,No
T002703,64.57,6,Electronics,101.7,Yes,3,No
T002704,427.21,17,Gas,365.7,Yes,2,No
T002705,56.44,4,Travel,46.4,Yes,1,No
