lead_id,company_size,industry,page_views_30d,demo_attended,email_opens_30d,sales_calls,days_in_pipeline,Converted
L02093,1-10,Tech,16,Yes,6,1,54,Yes
L02094,1-10,Manufacturing,14,Yes,2,6,60,No
L02095,1-10,Tech,18,Yes,3,4,71,Yes
L02096,1-10,Finance,11,No,4,1,29,No
L02097,51-200,Tech,15,No,7,1,71,No
L02098,11-50,Tech,14,Yes,4,1,2,Yes
L02099,51-200,Tech,11,No,5,5,67,Yes
L02100,1-10,Healthcare,18,No,1,0,81,No
L02101,1-10,Manufacturing,12,No,2,4,16,No
L02102,11-50,Tech,8,No,6,2,20,No
L02103,1-10,Retail,11,No,4,5,8,No
L02104,51-200,Healthcare,13,No,7,4,41,No
L02105,11-50,Tech,10,Yes,5,0,70,Yes
L02106,1-10,Manufacturing,12,No,5,2,56,Yes
L02107,51-200,Healthcare,7,Yes,3,3,2,Yes
L02108,1-10,Retail,7,No,6,1,48,No
L02109,51-200,Tech,13,No,8,1,81,No
L02110,11-50,Healthcare,14,Yes,2,1,76,No
L02111,1-10,Healthcare,11,No,6,1,25,No
L02112,11-50,Finance,17,No,7,2,74,Yes
L02113,11-50,Finance,12,No,2,1,17,No
L02114,1-10,Finance,13,Yes,3,2,31,Yes
L02115,11-50,Tech,22,No,7,2,39,No
L02116,11-50,Finance,13,No,4,0,49,No
L02117,51-200,Tech,8,No,2,2,64,Yes
L02118,1-10,Healthcare,20,No,7,2,54,No
L02119,11-50,Retail,14,Yes,3,1,24,Yes
L02120,201-1000,Manufacturing,15,No,3,3,65,Yes
L02121,1-10,Finance,15,No,6,1,35,No
L02122,51-200,Retail,13,Yes,3,4,70,Yes
L02123,11-50,Retail,11,No,7,2,9,Yes
L02124,11-50,Tech,15,Yes,7,3,57,Yes
L02125,1-10,Manufacturing,15,Yes,4,0,66,Yes
L02126,11-50,Retail,7,No,3,1,60,Yes
L02127,11-50,Tech,14,No,7,2,4,Yes
L02128,201-1000,Retail,15,No,3,1,41,No
L02129,51-200,Retail,14,No,4,0,39,No
L02130,201-1000,Retail,16,No,3,1,11,No
L02131,201-1000,Tech,14,No,5,3,77,No
L02132,11-50,Healthcare,14,No,5,2,18,No
L02133,51-200,Manufacturing,14,Yes,5,1,24,Yes
L02134,51-200,Tech,17,Yes,3,1,12,Yes
L02135,1-10,Healthcare,3,No,8,0,62,No
L02136,51-200,Healthcare,14,Yes,8,0,35,Yes
L02137,11-50,Manufacturing,8,Yes,8,2,5,No
L02138,1-10,Manufacturing,13,No,8,2,79,No
L02139,11-50,Tech,22,No,3,3,56,Yes
L02140,51-200,Tech,10,No,6,1,74,No
L02141,51-200,Tech,12,No,4,2,18,No
L02142,1-10,Healthcare,21,No,8,3,15,No
L02143,201-1000,Healthcare,13,No,4,1,47,No
L02144,11-50,Retail,12,No,10,0,57,No
L02145,51-200,Tech,13,Yes,2,1,37,No
L02146,1-10,Healthcare,14,No,4,2,43,No
L02147,11-50,Finance,9,No,1,0,64,No
L02148,1-10,Healthcare,8,Yes,4,4,78,Yes
L02149,11-50,Tech,12,No,6,5,79,No
L02150,11-50,Retail,6,No,3,0,25,No
L02151,11-50,Finance,16,No,5,4,45,Yes
L02152,51-200,Retail,11,No,9,2,85,Yes
L02153,11-50,Manufacturing,10,Yes,5,3,71,Yes
L02154,1-10,Manufacturing,6,No,5,4,22,No
L02155,1-10,Tech,15,No,4,1,76,No
L02156,1-10,Retail,8,No,4,1,55,No
L02157,11-50,Tech,7,No,5,3,20,No
L02158,201-1000,Healthcare,15,Yes,2,1,3,Yes
L02159,11-50,Tech,9,No,3,4,70,No
L02160,51-200,Finance,9,No,7,1,34,No
L02161,11-50,Manufacturing,9,No,8,4,86,Yes
L02162,51-200,Tech,16,No,6,1,63,No
L02163,51-200,Tech,12,No,4,1,43,No
L02164,1-10,Finance,15,Yes,3,3,41,No
L02165,51-200,Manufacturing,9,No,2,6,57,Yes
L02166,11-50,Manufacturing,14,Yes,7,3,78,Yes
L02167,201-1000,Healthcare,7,No,1,2,28,No
L02168,1-10,Finance,9,No,0,3,65,No
L02169,1-10,Healthcare,10,Yes,4,2,50,Yes
L02170,1-10,Manufacturing,8,No,3,1,78,No
L02171,51-200,Tech,12,Yes,3,1,23,Yes
L02172,1-10,Retail,13,No,5,5,80,No
L02173,11-50,Finance,12,No,2,1,70,No
L02174,11-50,Tech,16,Yes,5,2,73,Yes
L02175,11-50,Finance,16,No,4,3,33,No
L02176,1-10,Manufacturing,16,Yes,6,4,88,Yes
L02177,51-200,Finance,13,Yes,8,4,86,Yes
L02178,11-50,Manufacturing,5,No,8,3,29,No
L02179,1-10,Manufacturing,13,No,4,1,14,No
L02180,11-50,Healthcare,11,No,7,0,24,No
L02181,1-10,Manufacturing,15,No,5,1,56,No
L02182,51-200,Retail,12,No,3,2,27,No
L02183,1-10,Tech,15,No,5,2,54,Yes
L02184,51-200,Finance,15,Yes,5,4,82,Yes
L02185,1-10,Manufacturing,11,No,8,0,56,No
L02186,11-50,Retail,9,No,3,3,71,No
L02187,1-10,Retail,11,No,6,1,78,No
L02188,11-50,Retail,11,No,1,3,15,No
L02189,11-50,Retail,9,No,3,1,22,No
L02190,11-50,Manufacturing,12,Yes,6,2,68,Yes
L02191,11-50,Finance,19,Yes,7,3,13,Yes
L02192,11-50,Manufacturing,6,No,11,1,23,Yes
L02193,1-10,Healthcare,7,No,7,1,53,No
L02194,11-50,Tech,10,Yes,5,3,60,Yes
L02195,1-10,Tech,14,No,6,3,7,No
L02196,1-10,Retail,7,No,4,2,16,No
L02197,11-50,Healthcare,13,No,7,3,79,No
L02198,201-1000,Tech,14,No,7,4,22,Yes
L02199,201-1000,Retail,12,Yes,2,4,31,Yes
L02200,201-1000,Finance,6,No,6,3,29,No
L02201,1-10,Tech,10,No,4,2,87,No
L02202,51-200,Tech,7,No,5,2,38,Yes
L02203,1-10,Manufacturing,19,No,3,0,57,No
L02204,51-200,Tech,11,No,4,0,31,No
L02205,51-200,Retail,6,No,3,5,87,No
L02206,11-50,Manufacturing,15,No,5,0,29,No
L02207,201-1000,Finance,9,No,8,3,61,No
L02208,11-50,Healthcare,8,No,8,0,50,No
L02209,11-50,Retail,11,No,2,0,12,No
L02210,11-50,Finance,14,Yes,7,2,37,Yes
L02211,51-200,Manufacturing,14,No,8,1,63,No
L02212,11-50,Manufacturing,20,Yes,8,4,81,Yes
L02213,11-50,Tech,14,No,3,1,42,No
L02214,11-50,Retail,6,No,11,6,52,No
L02215,51-200,Manufacturing,12,No,3,0,4,No
L02216,1-10,Retail,6,No,3,1,15,No
L02217,11-50,Finance,13,No,4,1,88,No
L02218,1-10,Tech,8,Yes,3,2,71,Yes
L02219,1-10,Healthcare,12,No,7,3,70,No
L02220,1-10,Retail,11,Yes,5,0,51,Yes
L02221,11-50,Manufacturing,8,Yes,4,2,57,Yes
L02222,201-1000,Retail,10,No,2,0,26,No
L02223,1-10,Finance,9,No,5,2,73,Yes
L02224,1-10,Manufacturing,8,Yes,2,3,24,Yes
L02225,11-50,Retail,10,No,3,1,20,No
L02226,1-10,Retail,12,No,5,0,22,No
L02227,11-50,Finance,12,Yes,3,2,28,Yes
L02228,11-50,Manufacturing,9,No,8,3,23,No
L02229,1-10,Healthcare,13,No,6,5,16,Yes
L02230,51-200,Healthcare,15,Yes,4,0,63,No
L02231,11-50,Finance,9,No,4,1,34,No
L02232,11-50,Retail,12,Yes,5,6,9,No
L02233,1-10,Healthcare,14,Yes,7,1,1,Yes
L02234,201-1000,Manufacturing,15,Yes,4,2,11,Yes
L02235,1-10,Finance,6,No,5,2,42,No
L02236,11-50,Finance,17,No,2,0,48,No
L02237,1-10,Finance,13,No,3,1,6,No
L02238,1-10,Finance,13,No,4,1,60,No
L02239,1-10,Retail,11,Yes,5,1,76,Yes
L02240,11-50,Manufacturing,14,Yes,6,3,45,Yes
L02241,1-10,Manufacturing,5,No,8,3,88,No
L02242,11-50,Manufacturing,12,Yes,5,1,23,No
L02243,11-50,Finance,11,No,3,5,3,No
L02244,1-10,Retail,8,No,6,1,13,No
L02245,51-200,Healthcare,16,No,4,4,44,Yes
L02246,1-10,Manufacturing,8,Yes,5,1,59,Yes
L02247,11-50,Finance,12,Yes,7,4,83,No
L02248,51-200,Tech,6,No,11,3,53,No
L02249,11-50,Healthcare,14,No,5,1,41,No
L02250,1-10,Retail,9,No,5,4,81,Yes
L02251,1-10,Tech,9,No,6,2,42,No
L02252,1-10,Healthcare,16,Yes,2,2,51,Yes
L02253,1-10,Retail,13,No,5,5,1,No
L02254,11-50,Healthcare,10,No,4,1,84,No
L02255,201-1000,Finance,10,No,8,1,85,Yes
L02256,11-50,Tech,9,No,6,2,11,Yes
L02257,51-200,Tech,7,No,5,3,70,No
L02258,1-10,Finance,12,Yes,5,1,8,No
L02259,201-1000,Tech,16,No,0,0,73,Yes
L02260,11-50,Healthcare,18,No,8,2,73,Yes
L02261,1-10,Manufacturing,9,No,4,4,78,No
L02262,1-10,Manufacturing,10,No,8,2,36,No
L02263,1-10,Retail,12,Yes,3,2,67,Yes
L02264,1-10,Manufacturing,13,No,5,1,52,No
L02265,201-1000,Retail,7,Yes,1,2,66,Yes
L02266,51-200,Healthcare,11,Yes,6,3,74,Yes
L02267,1-10,Healthcare,8,No,5,1,55,No
L02268,11-50,Retail,9,Yes,8,2,19,Yes
L02269,11-50,Manufacturing,7,No,7,0,44,No
L02270,1-10,Tech,14,Yes,5,2,7,No
L02271,201-1000,Tech,11,Yes,5,1,36,Yes
L02272,1-10,Finance,18,Yes,3,0,46,No
L02273,11-50,Tech,15,No,4,2,43,No
L02274,11-50,Retail,12,No,4,1,42,No
L02275,11-50,Manufacturing,9,No,5,3,77,No
L02276,201-1000,Healthcare,21,No,3,1,7,Yes
L02277,51-200,Tech,8,Yes,4,0,23,No
L02278,1-10,Manufacturing,15,Yes,5,3,46,Yes
L02279,51-200,Healthcare,16,Yes,4,0,69,No
L02280,11-50,Manufacturing,10,No,10,3,66,No
L02281,1-10,Tech,12,No,4,2,77,No
L02282,11-50,Tech,11,No,3,1,10,No
L02283,1-10,Tech,14,No,5,2,62,No
L02284,51-200,Manufacturing,11,No,5,0,35,No
L02285,1-10,Retail,17,Yes,3,1,46,No
L02286,1-10,Healthcare,13,Yes,6,1,87,No
L02287,51-200,Finance,8,Yes,6,3,8,Yes
L02288,1-10,Tech,11,No,1,2,16,No
L02289,51-200,Healthcare,14,Yes,4,4,68,Yes
L02290,51-200,Manufacturing,8,No,6,2,47,No
L02291,51-200,Tech,10,No,7,0,42,Yes
L02292,201-1000,Manufacturing,9,No,8,1,41,No
L02293,1-10,Manufacturing,19,No,6,1,9,No
L02294,11-50,Finance,13,No,2,2,6,No
L02295,11-50,Manufacturing,11,Yes,11,0,34,Yes
L02296,1-10,Tech,11,No,8,0,44,No
L02297,201-1000,Healthcare,12,Yes,5,1,73,Yes
L02298,51-200,Manufacturing,16,No,9,4,83,Yes
L02299,51-200,Healthcare,17,Yes,4,0,19,No
L02300,11-50,Tech,10,No,1,3,73,No
L02301,11-50,Finance,13,No,3,2,75,Yes
L02302,1-10,Manufacturing,13,No,4,2,71,No
L02303,1-10,Retail,16,No,7,2,63,Yes
L02304,1-10,Retail,14,No,6,2,50,No
L02305,1-10,Finance,14,No,3,3,81,No
L02306,11-50,Tech,11,Yes,5,1,37,Yes
L02307,1-10,Manufacturing,10,No,3,0,44,No
L02308,201-1000,Retail,19,Yes,2,0,42,Yes
L02309,1-10,Tech,11,Yes,7,1,2,Yes
L02310,11-50,Finance,14,No,4,3,83,No
L02311,51-200,Healthcare,11,No,5,4,89,No
L02312,11-50,Manufacturing,13,No,2,1,49,No
L02313,11-50,Tech,8,Yes,8,1,5,Yes
L02314,51-200,Retail,11,No,2,3,85,No
L02315,11-50,Manufacturing,16,Yes,3,1,72,Yes
L02316,1-10,Healthcare,13,No,5,3,22,No
L02317,201-1000,Retail,8,No,6,1,62,No
L02318,51-200,Manufacturing,13,No,5,2,34,Yes
L02319,51-200,Healthcare,13,No,1,2,36,No
L02320,1-10,Retail,13,No,4,2,11,No
L02321,11-50,Finance,11,Yes,4,3,57,Yes
L02322,1-10,Healthcare,11,Yes,7,1,11,Yes
L02323,1-10,Retail,10,Yes,3,3,72,Yes
L02324,201-1000,Healthcare,8,Yes,4,2,10,Yes
L02325,11-50,Manufacturing,16,Yes,7,2,55,Yes
L02326,1-10,Finance,17,Yes,7,3,21,Yes
L02327,51-200,Retail,8,No,3,2,11,No
L02328,11-50,Manufacturing,10,No,4,4,82,No
L02329,51-200,Retail,16,No,6,1,78,No
L02330,1-10,Retail,10,No,3,2,13,No
L02331,11-50,Retail,13,No,0,2,42,No
L02332,11-50,Tech,18,No,5,2,86,Yes
L02333,1-10,Manufacturing,10,No,5,1,36,No
L02334,1-10,Healthcare,8,No,3,2,69,No
L02335,51-200,Healthcare,7,No,2,1,67,No
L02336,51-200,Healthcare,11,No,2,4,19,No
L02337,11-50,Tech,7,No,6,3,80,No
L02338,1-10,Retail,10,No,5,2,80,No
L02339,11-50,Retail,6,No,5,1,69,Yes
L02340,11-50,Healthcare,7,Yes,7,2,45,Yes
L02341,1-10,Tech,17,Yes,5,2,83,Yes
L02342,11-50,Finance,16,Yes,4,2,86,Yes
L02343,51-200,Healthcare,12,Yes,1,0,33,No
L02344,201-1000,Finance,12,No,2,3,3,No
L02345,51-200,Retail,10,Yes,3,3,11,Yes
L02346,1-10,Retail,11,No,8,0,58,Yes
L02347,11-50,Tech,16,Yes,7,0,27,Yes
L02348,1-10,Finance,12,Yes,8,1,63,No
L02349,1-10,Manufacturing,14,No,3,0,11,No
L02350,11-50,Manufacturing,11,Yes,2,2,10,Yes
L02351,1-10,Healthcare,14,No,5,3,65,No
L02352,1-10,Retail,10,Yes,4,0,29,Yes
L02353,11-50,Retail,7,No,7,5,51,No
L02354,201-1000,Tech,13,Yes,5,1,62,Yes
L02355,51-200,Manufacturing,12,No,4,1,48,No
L02356,1-10,Tech,15,No,4,3,33,Yes
L02357,1-10,Retail,14,No,9,1,9,No
L02358,1-10,Retail,9,Yes,6,1,36,Yes
L02359,11-50,Finance,10,No,4,4,23,No
L02360,201-1000,Finance,14,Yes,4,3,12,No
L02361,1-10,Healthcare,17,No,5,2,38,No
L02362,51-200,Retail,10,Yes,2,3,30,Yes
L02363,11-50,Tech,6,No,4,0,5,No
L02364,11-50,Retail,13,No,4,1,84,No
L02365,51-200,Manufacturing,16,No,4,0,68,No
L02366,11-50,Retail,20,Yes,7,1,33,Yes
L02367,11-50,Manufacturing,10,Yes,2,1,78,No
L02368,51-200,Healthcare,14,No,2,1,84,No
L02369,1-10,Finance,21,Yes,4,2,17,Yes
L02370,1-10,Tech,13,Yes,3,2,45,No
L02371,11-50,Finance,14,No,4,2,77,Yes
L02372,11-50,Healthcare,8,No,3,1,32,No
L02373,11-50,Healthcare,10,No,1,1,16,No
L02374,1-10,Tech,14,No,4,3,87,No
L02375,51-200,Retail,14,No,6,5,31,No
L02376,11-50,Healthcare,17,No,6,5,70,Yes
L02377,11-50,Manufacturing,13,Yes,10,0,41,No
L02378,51-200,Manufacturing,12,No,4,2,31,No
L02379,51-200,Finance,12,Yes,7,0,33,Yes
L02380,51-200,Finance,5,No,9,4,83,Yes
L02381,201-1000,Tech,14,Yes,3,0,82,Yes
L02382,1-10,Retail,17,Yes,8,1,79,Yes
L02383,11-50,Healthcare,11,Yes,5,1,42,Yes
L02384,51-200,Healthcare,13,No,5,4,18,No
L02385,201-1000,Finance,21,No,5,0,12,Yes
L02386,1-10,Tech,10,Yes,2,5,74,Yes
L02387,51-200,Finance,13,No,5,2,42,No
L02388,1-10,Finance,11,No,1,1,19,No
L02389,11-50,Retail,14,Yes,2,4,40,No
L02390,51-200,Retail,13,Yes,3,2,55,Yes
L02391,51-200,Healthcare,9,No,3,2,23,Yes
L02392,1-10,Retail,14,Yes,5,4,13,Yes
L02393,1-10,Retail,11,Yes,5,1,63,No
L02394,201-1000,Tech,20,No,5,3,24,Yes
L02395,11-50,Manufacturing,6,No,4,2,39,No
L02396,11-50,Finance,13,Yes,6,1,19,No
L02397,1-10,Tech,12,No,4,2,87,Yes
L02398,11-50,Tech,9,No,5,0,7,No
L02399,1-10,Retail,13,No,8,5,25,No
L02400,1-10,Tech,6,No,7,1,39,Yes
L02401,1-10,Manufacturing,10,Yes,7,3,4,Yes
L02402,11-50,Retail,14,Yes,7,2,82,Yes
L02403,11-50,Tech,13,No,6,4,48,No
L02404,11-50,Retail,8,No,5,6,50,No
L02405,11-50,Retail,13,No,2,1,57,No
L02406,11-50,Tech,7,No,2,1,23,No
L02407,51-200,Manufacturing,10,Yes,3,1,78,Yes
L02408,201-1000,Retail,8,No,7,3,65,No
L02409,51-200,Healthcare,12,No,4,3,11,No
L02410,1-10,Retail,18,Yes,5,1,64,Yes
L02411,11-50,Manufacturing,14,No,8,1,88,No
L02412,51-200,Manufacturing,10,No,5,3,76,No
L02413,11-50,Tech,18,No,4,1,81,Yes
L02414,11-50,Finance,14,Yes,6,4,31,Yes
L02415,51-200,Finance,15,Yes,4,2,35,Yes
L02416,51-200,Retail,7,No,3,2,40,No
L02417,51-200,Healthcare,8,Yes,8,1,44,Yes
L02418,1-10,Healthcare,21,No,2,0,84,No
L02419,1-10,Manufacturing,15,Yes,7,4,67,Yes
L02420,51-200,Tech,8,No,2,3,66,No
L02421,11-50,Finance,10,No,3,1,87,No
L02422,1-10,Retail,16,No,7,2,73,No
L02423,1-10,Healthcare,12,No,2,7,88,No
L02424,1-10,Tech,13,No,5,1,11,No
L02425,11-50,Manufacturing,12,No,6,0,79,No
L02426,11-50,Finance,13,No,6,2,38,No
L02427,51-200,Tech,3,No,1,2,36,Yes
L02428,1-10,Healthcare,18,No,2,3,42,Yes
L02429,11-50,Manufacturing,13,No,7,0,44,No
L02430,1-10,Finance,9,Yes,9,3,67,Yes
L02431,51-200,Tech,15,No,5,1,74,No
L02432,1-10,Manufacturing,15,Yes,4,3,29,No
L02433,1-10,Tech,11,No,4,3,12,Yes
L02434,51-200,Tech,15,No,4,3,21,No
L02435,11-50,Manufacturing,14,No,11,2,45,No
L02436,11-50,Tech,9,No,5,1,62,No
L02437,1-10,Tech,7,Yes,7,5,2,Yes
L02438,1-10,Retail,8,Yes,2,2,22,Yes
L02439,11-50,Retail,11,No,8,3,79,Yes
L02440,1-10,Finance,11,No,4,2,19,No
L02441,11-50,Tech,7,No,5,2,2,No
L02442,1-10,Tech,7,Yes,6,2,86,Yes
L02443,11-50,Healthcare,11,No,4,0,22,No
L02444,1-10,Manufacturing,16,No,9,3,47,No
L02445,11-50,Healthcare,14,Yes,3,3,86,No
L02446,11-50,Finance,16,No,7,2,43,Yes
L02447,51-200,Tech,13,No,4,3,79,No
L02448,51-200,Manufacturing,10,No,4,0,51,No
L02449,1-10,Finance,11,No,5,1,38,No
L02450,11-50,Retail,10,Yes,4,2,24,No
L02451,51-200,Finance,6,No,8,1,80,No
L02452,51-200,Manufacturing,13,No,2,3,23,No
L02453,1-10,Manufacturing,10,Yes,2,1,66,Yes
L02454,1-10,Tech,13,No,3,1,7,No
L02455,11-50,Retail,11,Yes,3,3,71,No
L02456,11-50,Manufacturing,12,No,3,2,3,No
L02457,1-10,Tech,13,No,8,7,35,Yes
L02458,1-10,Manufacturing,11,Yes,1,3,41,Yes
L02459,11-50,Tech,12,No,3,3,71,No
L02460,51-200,Tech,11,No,4,3,89,No
L02461,1-10,Finance,11,No,5,3,41,Yes
L02462,51-200,Finance,7,No,4,0,83,No
L02463,51-200,Finance,12,No,1,1,21,No
L02464,1-10,Finance,11,Yes,9,2,67,Yes
L02465,51-200,Tech,14,Yes,5,2,29,Yes
L02466,1-10,Finance,18,No,6,1,82,No
L02467,11-50,Manufacturing,9,No,5,1,61,No
L02468,1-10,Retail,13,Yes,7,4,45,Yes
L02469,11-50,Tech,14,No,6,1,66,No
L02470,1-10,Finance,10,No,5,2,46,Yes
L02471,51-200,Healthcare,23,No,10,4,24,No
L02472,51-200,Tech,10,Yes,5,2,77,Yes
L02473,11-50,Finance,18,Yes,5,1,52,Yes
L02474,11-50,Retail,6,Yes,10,2,50,Yes
L02475,201-1000,Healthcare,9,No,6,1,13,Yes
L02476,1-10,Healthcare,13,Yes,8,2,75,Yes
L02477,11-50,Finance,17,No,3,0,33,No
L02478,11-50,Healthcare,15,Yes,5,3,22,Yes
L02479,51-200,Healthcare,20,No,4,1,48,No
L02480,1-10,Retail,15,No,13,0,89,No
L02481,11-50,Manufacturing,9,Yes,6,3,5,Yes
L02482,1-10,Healthcare,10,No,8,0,66,No
L02483,51-200,Tech,8,No,4,1,9,No
L02484,51-200,Manufacturing,8,No,3,2,64,Yes
L02485,51-200,Manufacturing,8,No,3,0,16,No
L02486,11-50,Finance,9,Yes,5,2,35,No
L02487,1-10,Healthcare,11,No,5,2,2,Yes
L02488,51-200,Finance,13,Yes,3,2,42,Yes
L02489,1-10,Manufacturing,8,No,3,3,33,No
L02490,1-10,Finance,9,No,7,1,52,No
L02491,1-10,Finance,13,No,5,3,71,No
L02492,11-50,Manufacturing,15,No,5,5,12,Yes
L02493,51-200,Retail,8,Yes,7,0,21,Yes
L02494,201-1000,Finance,12,Yes,7,2,70,Yes
L02495,11-50,Retail,12,Yes,7,1,82,Yes
L02496,1-10,Finance,12,Yes,7,2,27,Yes
L02497,51-200,Retail,6,No,5,2,43,Yes
L02498,1-10,Manufacturing,12,No,5,2,20,No
L02499,1-10,Tech,11,Yes,2,1,48,No
L02500,1-10,Tech,12,No,3,1,71,No
