customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,senior_citizen,Churn
C01461,7,100.01,694.32,Month-to-month,Fiber optic,Yes,Bank transfer,1,Yes
C01462,4,44.17,167.3,One year,DSL,Yes,Credit card,0,No
C01463,24,26.8,749.67,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01464,21,51.69,1028.3,One year,Fiber optic,Yes,Bank transfer,0,No
C01465,4,46.68,177.27,Two year,No,No,Credit card,1,Yes
C01466,29,70.59,1951.74,Month-to-month,No,Yes,Bank transfer,0,Yes
C01467,14,97.77,1553.08,Two year,No,Yes,Mailed check,0,No
C01468,26,105.83,2917.54,Month-to-month,No,No,Electronic check,1,Yes
C01469,43,104.49,4698.26,Two year,Fiber optic,Yes,Bank transfer,0,No
C01470,4,55.97,209.03,One year,Fiber optic,No,Mailed check,0,Yes
C01471,0,88.72,0.0,One year,Fiber optic,Yes,Credit card,1,Yes
C01472,36,51.28,1505.19,One year,Fiber optic,Yes,Bank transfer,1,No
C01473,22,26.09,659.11,Two year,No,No,Mailed check,0,No
C01474,28,90.16,2537.35,Month-to-month,DSL,No,Bank transfer,1,Yes
C01475,43,20.98,865.42,Month-to-month,No,No,Credit card,0,No
C01476,38,60.92,2312.34,One year,No,Yes,Electronic check,0,Yes
C01477,72,52.94,4066.93,Two year,No,No,Bank transfer,1,Yes
C01478,18,89.34,1294.71,One year,No,No,Electronic check,1,Yes
C01479,16,96.62,1775.68,One year,DSL,Yes,Bank transfer,0,No
C01480,12,50.41,592.03,Month-to-month,DSL,No,Bank transfer,0,No
C01481,4,101.16,379.22,Two year,DSL,No,Credit card,0,Yes
C01482,20,49.39,844.86,Month-to-month,DSL,Yes,Bank transfer,0,No
C01483,7,64.63,441.46,One year,Fiber optic,No,Mailed check,0,Yes
C01484,61,92.7,5646.38,Month-to-month,No,No,Mailed check,0,Yes
C01485,21,89.29,1802.82,Month-to-month,No,Yes,Electronic check,0,Yes
C01486,21,118.74,2671.74,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01487,10,42.52,411.75,Month-to-month,DSL,Yes,Mailed check,0,No
C01488,1,86.23,102.15,One year,DSL,No,Electronic check,0,Yes
C01489,0,80.97,0.0,Month-to-month,DSL,No,Electronic check,0,No
C01490,13,111.51,1627.92,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01491,2,35.64,60.14,Month-to-month,Fiber optic,No,Mailed check,1,Yes
C01492,22,95.18,2007.93,Month-to-month,DSL,Yes,Mailed check,0,Yes
C01493,51,76.83,3662.62,Month-to-month,DSL,No,Credit card,0,Yes
C01494,51,47.47,2488.26,Month-to-month,DSL,No,Credit card,0,Yes
C01495,25,67.44,1929.53,One year,Fiber optic,No,Mailed check,0,Yes
C01496,5,53.38,221.88,One year,Fiber optic,No,Bank transfer,0,Yes
C01497,47,77.93,3036.5,One year,Fiber optic,Yes,Mailed check,0,No
C01498,52,108.9,6456.31,One year,Fiber optic,Yes,Credit card,0,Yes
C01499,5,76.93,340.47,Month-to-month,No,Yes,Electronic check,0,Yes
C01500,32,83.17,2841.09,Two year,DSL,No,Bank transfer,0,No
C01501,8,71.87,584.82,One year,Fiber optic,Yes,Bank transfer,0,Yes
C01502,38,25.12,1081.67,One year,Fiber optic,No,Electronic check,1,No
C01503,72,43.29,2649.46,Month-to-month,Fiber optic,No,Bank transfer,0,No
C01504,0,69.2,0.0,Month-to-month,No,Yes,Electronic check,0,Yes
C01505,54,51.02,2817.7,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01506,23,38.18,1034.93,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01507,72,70.41,4897.15,One year,DSL,No,Bank transfer,1,No
C01508,15,52.28,729.92,One year,Fiber optic,Yes,Electronic check,0,No
C01509,45,45.81,2149.42,One year,DSL,Yes,Electronic check,1,Yes
C01510,1,66.4,77.83,One year,DSL,Yes,Credit card,0,Yes
C01511,9,33.33,340.4,Two year,Fiber optic,Yes,Electronic check,1,No
C01512,1,112.77,135.12,One year,Fiber optic,No,Electronic check,0,Yes
C01513,72,106.77,6219.35,Two year,DSL,No,Credit card,0,No
C01514,40,90.76,3068.21,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C01515,45,30.62,1438.23,Month-to-month,Fiber optic,No,Mailed check,0,No
C01516,66,97.59,7266.87,Month-to-month,DSL,No,Electronic check,0,Yes
C01517,2,100.8,184.28,One year,Fiber optic,Yes,Credit card,0,Yes
C01518,11,96.78,953.53,Two year,Fiber optic,Yes,Mailed check,0,No
C01519,1,31.4,35.0,Month-to-month,Fiber optic,No,Credit card,1,Yes
C01520,5,84.39,347.08,Two year,Fiber optic,No,Electronic check,0,Yes
C01521,6,103.43,588.16,Month-to-month,DSL,No,Electronic check,0,Yes
C01522,15,77.74,1168.81,Two year,Fiber optic,Yes,Credit card,1,No
C01523,7,84.64,606.78,Month-to-month,No,Yes,Bank transfer,1,No
C01524,2,65.84,143.72,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01525,4,72.87,274.56,One year,DSL,No,Electronic check,0,Yes
C01526,3,23.44,73.49,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01527,72,83.9,6247.09,Month-to-month,No,Yes,Electronic check,0,Yes
C01528,34,28.14,974.98,Month-to-month,DSL,No,Credit card,0,No
C01529,72,63.5,4828.92,Two year,No,No,Credit card,0,Yes
C01530,13,49.27,578.88,One year,No,No,Credit card,0,No
C01531,7,74.54,435.09,Month-to-month,DSL,No,Credit card,0,Yes
C01532,38,33.34,1073.98,One year,No,Yes,Bank transfer,1,No
C01533,9,89.16,714.04,One year,Fiber optic,No,Credit card,0,Yes
C01534,8,99.5,796.06,Month-to-month,No,Yes,Credit card,0,Yes
C01535,6,36.34,247.73,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01536,3,30.43,98.64,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01537,7,34.55,269.81,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01538,10,107.71,1012.89,One year,No,No,Bank transfer,0,Yes
C01539,26,72.82,1821.11,Month-to-month,DSL,No,Mailed check,1,No
C01540,1,66.73,63.89,One year,Fiber optic,No,Bank transfer,0,No
C01541,5,30.67,134.45,One year,DSL,No,Bank transfer,0,Yes
C01542,39,84.96,2731.89,Month-to-month,DSL,Yes,Electronic check,0,Yes
C01543,3,106.8,332.05,One year,DSL,No,Bank transfer,0,No
C01544,10,102.82,1229.41,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01545,47,82.61,3365.23,Two year,DSL,No,Electronic check,0,No
C01546,4,27.53,90.15,One year,DSL,No,Mailed check,0,No
C01547,2,31.24,69.47,Two year,DSL,No,Mailed check,0,No
C01548,15,24.93,336.94,One year,DSL,No,Mailed check,0,Yes
C01549,8,45.75,414.26,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01550,19,33.57,689.86,One year,No,No,Electronic check,0,Yes
C01551,39,46.0,2113.82,Two year,DSL,Yes,Mailed check,0,No
C01552,3,58.51,169.14,One year,No,No,Mailed check,0,Yes
C01553,20,114.3,2434.11,Two year,Fiber optic,No,Mailed check,0,Yes
C01554,16,81.04,1278.41,Two year,Fiber optic,No,Mailed check,1,No
C01555,3,103.5,326.72,Month-to-month,Fiber optic,No,Electronic check,0,No
C01556,23,91.04,2051.71,Month-to-month,No,No,Mailed check,0,Yes
C01557,7,31.25,191.51,One year,DSL,No,Bank transfer,0,No
C01558,16,93.59,1502.17,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01559,2,47.51,96.11,Two year,Fiber optic,Yes,Electronic check,0,No
C01560,14,83.91,1320.69,Two year,Fiber optic,No,Credit card,0,No
C01561,8,54.1,473.57,Month-to-month,No,No,Mailed check,0,Yes
C01562,41,119.77,5232.29,Month-to-month,DSL,Yes,Mailed check,0,No
C01563,1,46.36,39.19,One year,Fiber optic,No,Bank transfer,0,No
C01564,13,47.91,677.79,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01565,14,113.07,1583.17,Two year,Fiber optic,No,Credit card,0,No
C01566,30,22.46,780.02,Month-to-month,DSL,Yes,Bank transfer,0,No
C01567,20,89.67,2094.6,One year,Fiber optic,Yes,Credit card,1,No
C01568,26,92.53,1977.7,Month-to-month,No,No,Electronic check,1,Yes
C01569,36,103.64,4209.57,One year,Fiber optic,Yes,Electronic check,0,No
C01570,47,117.44,4498.98,One year,No,No,Electronic check,0,Yes
C01571,9,117.56,1001.82,One year,Fiber optic,Yes,Bank transfer,0,Yes
C01572,18,26.53,485.62,Month-to-month,DSL,No,Electronic check,1,Yes
C01573,43,102.18,3775.28,One year,DSL,Yes,Bank transfer,0,No
C01574,72,84.63,6693.71,Two year,DSL,Yes,Bank transfer,1,No
C01575,52,84.73,3539.49,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01576,11,32.83,313.26,Month-to-month,DSL,Yes,Bank transfer,0,No
C01577,5,85.02,438.84,Month-to-month,Fiber optic,No,Bank transfer,1,Yes
C01578,16,118.25,2054.25,One year,Fiber optic,No,Mailed check,0,No
C01579,32,111.18,4150.69,One year,DSL,No,Credit card,0,Yes
C01580,16,63.91,1106.61,One year,DSL,No,Mailed check,0,No
C01581,15,23.99,384.58,Month-to-month,DSL,Yes,Mailed check,0,No
C01582,43,56.23,2315.7,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01583,10,102.64,821.65,One year,DSL,No,Electronic check,0,No
C01584,47,90.15,3593.29,One year,DSL,No,Mailed check,0,No
C01585,12,65.93,802.1,Two year,No,No,Electronic check,0,No
C01586,9,25.51,245.67,Month-to-month,No,No,Mailed check,0,No
C01587,14,62.69,848.68,One year,DSL,No,Electronic check,1,Yes
C01588,34,66.9,2484.48,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C01589,3,112.86,341.54,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01590,5,84.11,348.92,One year,No,No,Electronic check,0,Yes
C01591,72,51.17,3230.37,One year,Fiber optic,No,Bank transfer,0,No
C01592,4,72.53,329.58,Two year,DSL,No,Mailed check,1,No
C01593,20,26.61,580.08,Month-to-month,Fiber optic,Yes,Electronic check,0,No
C01594,20,117.26,2715.52,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01595,16,56.01,759.07,One year,DSL,No,Bank transfer,0,No
C01596,24,67.79,1945.99,One year,Fiber optic,No,Bank transfer,0,Yes
C01597,6,55.53,294.45,Month-to-month,Fiber optic,No,Bank transfer,1,Yes
C01598,19,88.25,1349.3,Month-to-month,DSL,Yes,Credit card,1,No
C01599,11,86.22,1137.13,Month-to-month,DSL,Yes,Bank transfer,0,Yes
C01600,26,91.53,2171.38,Two year,Fiber optic,No,Mailed check,1,No
C01601,3,46.81,149.87,Month-to-month,DSL,Yes,Electronic check,0,Yes
C01602,20,51.57,898.01,Month-to-month,No,No,Electronic check,0,No
C01603,4,32.53,134.3,Month-to-month,DSL,No,Credit card,0,Yes
C01604,7,85.55,695.63,Month-to-month,DSL,No,Electronic check,0,No
C01605,5,23.98,111.28,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01606,4,79.77,340.81,One year,No,No,Mailed check,1,No
C01607,41,106.97,3838.26,Month-to-month,No,Yes,Electronic check,0,No
C01608,8,109.08,916.2,Two year,Fiber optic,Yes,Mailed check,0,No
C01609,62,64.9,3760.56,Month-to-month,DSL,Yes,Credit card,0,Yes
C01610,72,65.93,4198.61,One year,Fiber optic,Yes,Mailed check,0,No
C01611,20,27.7,512.6,Two year,Fiber optic,No,Bank transfer,0,Yes
C01612,3,87.08,227.68,One year,DSL,Yes,Bank transfer,0,No
C01613,11,102.13,1304.04,One year,No,Yes,Credit card,0,Yes
C01614,38,44.47,1620.36,Month-to-month,DSL,No,Electronic check,0,Yes
C01615,10,62.13,558.0,Month-to-month,No,Yes,Mailed check,0,Yes
C01616,2,103.88,203.47,One year,No,No,Bank transfer,1,Yes
C01617,19,107.71,1899.58,Two year,Fiber optic,Yes,Mailed check,0,Yes
C01618,44,44.32,2140.73,One year,No,Yes,Bank transfer,0,No
C01619,38,75.06,3389.9,One year,Fiber optic,No,Mailed check,0,Yes
C01620,4,39.25,153.11,One year,DSL,Yes,Electronic check,0,No
C01621,26,30.19,898.3,One year,Fiber optic,No,Credit card,1,No
C01622,5,111.11,570.19,Month-to-month,DSL,Yes,Electronic check,0,No
C01623,5,102.05,440.29,One year,Fiber optic,Yes,Mailed check,0,Yes
C01624,49,96.0,5062.68,Two year,Fiber optic,Yes,Bank transfer,1,No
C01625,6,24.88,150.08,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C01626,7,104.37,774.6,One year,DSL,Yes,Credit card,0,No
C01627,0,63.8,0.0,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01628,49,54.24,2594.44,One year,No,No,Electronic check,0,No
C01629,37,74.65,3205.28,Month-to-month,DSL,Yes,Electronic check,0,Yes
C01630,23,29.14,737.42,One year,Fiber optic,No,Bank transfer,0,Yes
C01631,33,95.66,3142.39,One year,DSL,No,Credit card,1,Yes
C01632,3,78.24,244.41,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01633,14,38.66,503.48,One year,DSL,No,Electronic check,0,No
C01634,10,38.82,463.29,One year,Fiber optic,No,Mailed check,0,Yes
C01635,2,38.42,81.98,Two year,DSL,Yes,Bank transfer,0,No
C01636,15,25.7,315.16,Month-to-month,DSL,Yes,Credit card,0,No
C01637,60,78.78,4398.99,Month-to-month,No,No,Electronic check,0,No
C01638,0,104.03,0.0,Month-to-month,DSL,No,Mailed check,0,Yes
C01639,8,21.75,143.12,Two year,Fiber optic,No,Bank transfer,0,Yes
C01640,5,24.9,100.79,Two year,DSL,No,Mailed check,0,No
C01641,6,77.28,454.41,One year,Fiber optic,No,Mailed check,0,No
C01642,57,101.95,5422.25,Two year,Fiber optic,No,Credit card,0,Yes
C01643,15,52.67,770.55,One year,DSL,No,Bank transfer,0,No
C01644,15,54.96,746.15,One year,DSL,No,Credit card,0,No
C01645,34,79.63,2344.32,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01646,4,47.42,204.03,One year,Fiber optic,Yes,Mailed check,0,No
C01647,16,22.66,364.67,Month-to-month,No,Yes,Credit card,1,No
C01648,13,93.52,1069.94,Two year,Fiber optic,No,Credit card,0,Yes
C01649,21,82.56,1608.64,One year,Fiber optic,Yes,Electronic check,0,Yes
C01650,72,78.08,5828.21,One year,DSL,No,Bank transfer,0,Yes
C01651,35,94.17,2731.99,Month-to-month,DSL,Yes,Credit card,0,Yes
C01652,12,87.52,902.14,Month-to-month,DSL,No,Mailed check,0,Yes
C01653,42,40.59,1413.77,Month-to-month,DSL,Yes,Mailed check,0,Yes
C01654,4,55.25,248.61,Month-to-month,DSL,Yes,Mailed check,0,No
C01655,0,32.61,0.0,Month-to-month,Fiber optic,No,Mailed check,0,No
C01656,5,32.99,181.66,Two year,Fiber optic,No,Credit card,0,Yes
C01657,9,87.62,856.82,One year,No,No,Mailed check,0,No
C01658,17,105.86,1921.55,Month-to-month,DSL,No,Credit card,0,Yes
C01659,22,116.27,2534.4,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C01660,57,82.83,4990.01,Month-to-month,No,Yes,Mailed check,1,Yes
C01661,17,38.41,532.4,One year,Fiber optic,No,Bank transfer,0,No
C01662,16,30.57,512.88,One year,DSL,No,Credit card,0,Yes
C01663,1,101.29,112.55,Two year,DSL,No,Electronic check,0,No
C01664,0,77.88,0.0,One year,DSL,No,Bank transfer,0,No
C01665,19,81.83,1466.16,Two year,DSL,No,Mailed check,0,Yes
C01666,13,98.15,1162.35,Two year,Fiber optic,Yes,Electronic check,0,Yes
C01667,43,90.33,4106.06,Month-to-month,DSL,No,Bank transfer,0,No
C01668,4,103.45,445.71,Two year,DSL,No,Credit card,0,No
C01669,0,25.62,0.0,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01670,14,94.75,1242.84,Two year,No,Yes,Credit card,0,No
C01671,6,105.09,698.58,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C01672,1,48.61,49.8,Two year,Fiber optic,Yes,Credit card,1,Yes
C01673,30,84.04,2907.28,Two year,Fiber optic,Yes,Bank transfer,0,No
C01674,2,51.42,103.98,Two year,DSL,No,Mailed check,0,No
C01675,22,115.8,2565.57,One year,Fiber optic,Yes,Mailed check,0,No
C01676,7,23.34,168.47,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C01677,4,77.98,343.03,Month-to-month,No,Yes,Bank transfer,0,Yes
C01678,11,36.65,478.09,Month-to-month,DSL,No,Electronic check,0,Yes
C01679,38,91.22,2875.09,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01680,11,37.59,339.63,One year,DSL,Yes,Mailed check,1,No
C01681,33,43.54,1688.29,Month-to-month,Fiber optic,Yes,Mailed check,0,No
C01682,3,69.44,210.81,Two year,DSL,Yes,Electronic check,0,No
C01683,35,111.48,4081.13,One year,DSL,No,Bank transfer,0,Yes
C01684,6,41.17,245.28,Two year,No,Yes,Bank transfer,0,No
C01685,27,34.42,778.29,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01686,20,95.9,2123.68,Two year,Fiber optic,No,Credit card,0,Yes
C01687,63,70.06,4850.26,Two year,DSL,Yes,Bank transfer,0,No
C01688,11,111.18,1130.87,One year,DSL,No,Bank transfer,0,No
C01689,1,34.66,31.97,One year,Fiber optic,Yes,Credit card,1,No
C01690,0,84.59,0.0,One year,No,No,Credit card,0,Yes
C01691,42,43.29,1507.17,Month-to-month,No,Yes,Electronic check,0,No
C01692,17,35.68,699.03,One year,Fiber optic,No,Electronic check,0,Yes
C01693,35,88.34,2790.95,Month-to-month,Fiber optic,No,Electronic check,0,No
C01694,6,79.37,493.93,Month-to-month,No,No,Bank transfer,0,Yes
C01695,10,95.48,1121.31,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01696,0,50.95,0.0,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C01697,72,64.8,4505.91,Month-to-month,DSL,No,Mailed check,0,No
C01698,26,60.55,1693.65,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01699,64,118.41,7105.3,Two year,Fiber optic,No,Credit card,0,No
C01700,7,49.22,313.84,One year,No,Yes,Mailed check,0,Yes
C01701,22,49.48,1304.83,Two year,No,Yes,Electronic check,1,No
C01702,27,55.45,1647.34,Month-to-month,DSL,No,Bank transfer,0,Yes
C01703,9,76.46,727.98,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C01704,45,45.23,1917.54,One year,No,Yes,Bank transfer,0,No
C01705,70,111.53,6399.2,Month-to-month,DSL,Yes,Credit card,1,No
C01706,51,46.57,1929.56,Month-to-month,DSL,No,Electronic check,0,Yes
C01707,32,109.58,3582.56,One year,DSL,No,Bank transfer,0,No
C01708,7,30.35,234.72,Month-to-month,Fiber optic,No,Bank transfer,0,No
C01709,7,85.66,608.59,One year,Fiber optic,Yes,Bank transfer,0,No
C01710,72,110.7,9056.88,One year,Fiber optic,No,Mailed check,0,No
C01711,0,36.87,0.0,Month-to-month,DSL,No,Bank transfer,0,No
C01712,30,116.83,3318.09,Month-to-month,No,Yes,Mailed check,0,Yes
C01713,29,65.29,1694.28,One year,DSL,No,Bank transfer,0,No
C01714,23,114.57,2579.53,One year,DSL,No,Bank transfer,0,No
C01715,72,87.68,5233.13,Month-to-month,Fiber optic,Yes,Bank transfer,0,No
C01716,8,50.16,474.17,Two year,Fiber optic,No,Mailed check,0,No
C01717,9,38.83,310.78,Month-to-month,DSL,Yes,Bank transfer,1,Yes
C01718,1,50.37,58.88,One year,DSL,No,Electronic check,1,Yes
C01719,14,29.3,398.04,Two year,DSL,Yes,Bank transfer,0,No
C01720,7,34.39,287.48,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C01721,10,30.47,311.29,Month-to-month,No,Yes,Mailed check,0,Yes
C01722,43,62.29,3140.06,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01723,65,99.56,5190.97,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01724,4,34.14,150.12,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01725,11,33.03,421.91,One year,DSL,No,Electronic check,1,No
C01726,63,84.34,4547.69,Month-to-month,No,No,Mailed check,1,No
C01727,1,39.72,33.3,One year,No,Yes,Bank transfer,0,Yes
C01728,2,29.76,57.72,Two year,DSL,No,Bank transfer,0,Yes
C01729,4,36.68,172.17,Two year,DSL,Yes,Credit card,1,No
C01730,21,112.37,2399.78,One year,DSL,Yes,Credit card,1,No
C01731,3,102.15,309.82,Month-to-month,DSL,No,Credit card,1,Yes
C01732,72,55.41,3416.83,One year,Fiber optic,Yes,Credit card,0,Yes
C01733,14,85.58,958.87,One year,Fiber optic,Yes,Electronic check,0,Yes
C01734,16,73.73,1326.03,Month-to-month,No,No,Electronic check,0,Yes
C01735,6,87.71,439.44,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01736,15,88.27,1394.94,Two year,Fiber optic,No,Electronic check,0,No
C01737,26,82.87,2511.96,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01738,33,46.61,1358.88,Month-to-month,DSL,No,Bank transfer,1,No
C01739,33,23.9,840.84,Month-to-month,DSL,No,Bank transfer,1,No
C01740,20,65.56,1090.24,Month-to-month,Fiber optic,Yes,Bank transfer,0,No
C01741,56,109.1,6363.16,Two year,DSL,Yes,Mailed check,1,No
C01742,40,76.95,2664.23,One year,DSL,No,Bank transfer,0,No
C01743,33,103.24,3728.47,One year,No,Yes,Electronic check,0,No
C01744,1,119.16,109.69,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01745,0,36.36,0.0,Month-to-month,DSL,No,Electronic check,0,Yes
C01746,5,89.18,463.63,One year,Fiber optic,Yes,Electronic check,0,Yes
C01747,26,87.43,1974.28,Month-to-month,No,Yes,Mailed check,0,No
C01748,12,118.0,1552.86,Month-to-month,DSL,Yes,Credit card,0,Yes
C01749,12,118.56,1310.4,One year,DSL,Yes,Credit card,0,No
C01750,51,88.67,4815.88,Month-to-month,No,Yes,Bank transfer,1,Yes
C01751,54,44.36,2068.02,One year,DSL,No,Bank transfer,0,No
C01752,57,99.86,6120.33,Month-to-month,DSL,No,Electronic check,0,Yes
C01753,9,30.7,235.21,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01754,28,98.07,2663.97,Month-to-month,No,Yes,Credit card,0,Yes
C01755,7,111.02,698.56,Two year,DSL,Yes,Credit card,0,No
C01756,5,58.28,320.35,Two year,DSL,No,Electronic check,0,No
C01757,4,83.06,300.62,Two year,DSL,No,Bank transfer,0,Yes
C01758,10,63.01,726.31,One year,No,No,Mailed check,0,No
C01759,13,63.78,959.09,Month-to-month,DSL,No,Mailed check,0,Yes
C01760,42,51.04,1883.39,One year,Fiber optic,No,Credit card,0,No
C01761,3,96.21,301.77,One year,No,No,Credit card,0,Yes
C01762,31,113.62,2941.36,Two year,DSL,Yes,Credit card,1,No
C01763,18,114.08,1964.35,Month-to-month,No,No,Mailed check,0,Yes
C01764,8,37.48,325.42,One year,No,Yes,Mailed check,0,No
C01765,16,107.47,1829.17,Month-to-month,No,No,Electronic check,1,No
C01766,8,93.74,787.33,Month-to-month,DSL,No,Bank transfer,0,Yes
C01767,21,45.28,868.17,One year,Fiber optic,Yes,Credit card,0,No
C01768,13,26.73,330.54,One year,No,Yes,Electronic check,1,Yes
C01769,4,46.8,157.47,Month-to-month,No,Yes,Mailed check,0,No
C01770,2,111.22,241.93,Month-to-month,DSL,Yes,Electronic check,0,Yes
C01771,18,83.32,1502.09,One year,No,Yes,Mailed check,1,No
C01772,55,92.11,5489.1,One year,DSL,Yes,Bank transfer,1,No
C01773,10,45.72,411.29,Two year,DSL,Yes,Mailed check,0,No
C01774,31,91.94,2649.99,Two year,Fiber optic,Yes,Electronic check,0,No
C01775,25,22.81,532.43,One year,No,No,Bank transfer,0,No
C01776,64,57.53,2983.45,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C01777,41,82.68,3174.35,One year,Fiber optic,Yes,Credit card,0,No
C01778,20,34.61,776.18,Month-to-month,No,No,Mailed check,0,No
C01779,25,102.3,2963.94,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01780,54,43.5,2366.12,Two year,Fiber optic,No,Electronic check,1,Yes
C01781,12,85.23,1004.56,Month-to-month,Fiber optic,Yes,Bank transfer,1,Yes
C01782,9,60.52,442.46,Two year,Fiber optic,No,Electronic check,1,Yes
C01783,0,79.6,0.0,One year,Fiber optic,No,Mailed check,1,Yes
C01784,42,30.75,1039.92,One year,No,No,Mailed check,0,No
C01785,38,21.69,970.85,One year,Fiber optic,No,Bank transfer,0,No
C01786,2,110.96,220.96,Two year,No,No,Credit card,0,No
C01787,20,46.96,879.82,One year,DSL,No,Mailed check,0,No
C01788,14,101.97,1669.82,One year,DSL,No,Credit card,0,No
C01789,3,119.94,291.37,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01790,72,41.14,3058.55,One year,DSL,No,Bank transfer,1,No
C01791,5,46.52,237.15,Month-to-month,DSL,No,Mailed check,0,Yes
C01792,1,86.29,76.6,One year,Fiber optic,Yes,Credit card,0,Yes
C01793,21,116.54,2377.73,One year,DSL,No,Mailed check,0,No
C01794,32,111.58,3788.03,One year,DSL,Yes,Electronic check,0,No
C01795,0,70.29,0.0,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01796,25,99.51,1990.91,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01797,18,33.57,709.85,One year,No,Yes,Bank transfer,0,Yes
C01798,2,117.74,203.88,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01799,4,116.44,416.12,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C01800,20,36.37,658.58,Month-to-month,No,Yes,Electronic check,0,No
C01801,8,49.94,325.66,Two year,No,Yes,Electronic check,1,No
C01802,66,30.02,1682.58,One year,DSL,Yes,Bank transfer,0,No
C01803,40,47.17,2253.86,Month-to-month,DSL,Yes,Bank transfer,1,No
C01804,72,101.6,6774.51,Month-to-month,Fiber optic,No,Mailed check,0,No
C01805,7,57.83,342.52,Month-to-month,Fiber optic,No,Bank transfer,0,No
C01806,72,28.84,1750.05,One year,No,Yes,Mailed check,0,No
C01807,13,54.22,766.74,One year,Fiber optic,No,Credit card,0,No
C01808,10,118.14,1348.95,Month-to-month,Fiber optic,Yes,Electronic check,0,No
C01809,1,82.97,74.9,Month-to-month,No,Yes,Credit card,0,No
C01810,1,61.62,49.81,Month-to-month,Fiber optic,Yes,Bank transfer,1,Yes
C01811,28,36.65,912.53,One year,DSL,No,Electronic check,0,No
C01812,14,118.62,1366.09,One year,No,No,Electronic check,0,No
C01813,6,102.08,515.31,Month-to-month,DSL,Yes,Credit card,0,No
C01814,22,48.15,1030.28,Month-to-month,No,Yes,Mailed check,0,Yes
C01815,6,27.01,144.55,Month-to-month,No,Yes,Electronic check,0,Yes
C01816,20,25.66,516.47,Two year,Fiber optic,No,Mailed check,0,Yes
C01817,10,32.04,288.81,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01818,41,78.08,3765.39,One year,Fiber optic,Yes,Credit card,0,Yes
C01819,41,112.88,5379.58,One year,Fiber optic,No,Mailed check,0,No
C01820,15,69.67,1072.98,Month-to-month,Fiber optic,Yes,Credit card,0,No
C01821,10,104.29,982.17,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01822,10,64.59,615.19,Month-to-month,No,No,Credit card,0,Yes
C01823,39,90.86,3418.6,One year,Fiber optic,No,Credit card,0,Yes
C01824,9,93.19,915.06,One year,DSL,No,Electronic check,0,Yes
